Gene Symbol,GSM1559340,GSM1559311,GSM1559333,GSM1559305,GSM1559326,GSM1559353,GSM1559360,GSM1559329,GSM1559335,GSM1559366,GSM1559319,GSM1559341,GSM1559348,GSM1559322,GSM1559362,GSM1559371,GSM1559301,GSM1559368,GSM1559334,GSM1559349,GSM1559355,GSM1559323,GSM1559363,GSM1559307,GSM1559343,GSM1559310,GSM1559317,GSM1559313,GSM1559332,GSM1559308,GSM1559351,GSM1559365,GSM1559303,GSM1559304,GSM1559347,GSM1559338,GSM1559352,GSM1559361,GSM1559373,GSM1559312,GSM1559330
LILRB1,8.01643634696531,8.106717325908585,7.77941329263556,8.255686481023655,8.079383699019315,8.35995488043352,7.96868067606935,8.239302827455841,8.25858955559951,7.452995429543799,8.105731834057215,8.57559582088096,8.20505127736892,8.403498476270354,8.06736702918173,7.96634704267435,8.614189616822525,7.791995743669965,7.805878870780665,8.24457539265244,8.302094537105681,8.33748914680827,7.705341880189285,7.772591240637405,8.67832702404696,7.826775946508519,8.010648421763095,8.009841660418955,8.193505687897286,7.862161006207065,7.64168791468402,8.766126266245445,7.74662344784183,8.05937194745186,7.548693656889425,8.167597797910496,8.03396825205216,8.48718981543647,8.77974276346988,8.45201826791557,8.764618151831515
DNM2,7.2507463531571075,7.285433449142931,7.21133769042488,7.228220184819634,7.123065584351653,7.137608603434983,7.3398351649011,7.29420411005754,7.478375239471046,7.219369208287254,7.132652055718666,7.51024863453421,7.134854076715659,7.338669665067591,6.983611678299094,6.822286274236433,7.398430156486483,6.897739403260549,7.46254359031328,7.319353830627667,7.445195937714167,7.052995808987647,7.03557917322745,7.62356511470193,7.384368717839183,6.80314774799831,7.3754670699393,7.51886455597423,7.12305894110904,7.260792009250753,7.346795001062637,7.359303018990503,6.80639546154539,7.126317550754774,7.239934854059219,7.46936851700334,7.1204181569038205,7.285996549120647,7.667089459537704,7.219817235617474,7.239353620061864
GSTM4,8.796128752556577,10.229554746612749,8.549447896436526,6.87598301935239,8.346114584542915,8.669222339510405,8.018146368310454,7.686702879028985,7.00675614559259,9.089717111398375,7.79425895992866,8.176380810879635,8.2035033245244,7.879944762641776,8.578910330345416,8.211033956020046,7.93064863450387,7.76265065425874,7.947424045349125,8.07002089720476,8.34502773600471,7.743266490829595,7.592051725482165,7.743557124260855,8.842637092263775,7.85924284844662,7.862345725294355,7.674610018129066,7.873665651733685,8.123171430427826,7.747876242113,8.2417114836818,8.486584077802146,8.359234180632924,8.255620065988126,7.278233846192845,7.742924753827385,7.113955386582115,7.162999599847804,8.616576676763435,8.18260207930695
USP11,9.82183121201749,10.6265304849743,10.3865628352138,9.27797444731397,10.9949878619179,9.99218588005357,9.9643272926422,10.1613006693067,10.2939568178209,10.8665742149186,10.1076857331766,9.94249455974728,10.0178181812161,10.1883766950194,10.0679312319516,10.5766144392797,10.6673629943011,9.92772472886795,10.1412158243954,9.59692133138442,10.193554757186,10.0662041250271,10.1940088812635,10.3929064283332,10.5636680723629,10.3065763897142,10.1908574563481,10.1891134933708,9.45182430840569,9.7354511678085,9.35681733627309,9.97783827603226,9.93012463860392,10.6603785028351,10.6002657031785,9.35245379415938,9.83649802547737,9.25774550504922,10.2137198953842,10.8016633608222,10.5894171626069
SLC12A4,7.216650360529295,7.482579162675162,7.05753488800715,7.308847754433875,7.249028656163247,7.217536762246446,7.084199519846264,7.386751543912704,7.285926075125024,7.151672077148566,7.318021492768791,7.15640298385447,7.502172364288482,7.180511641940217,6.910901965962948,6.9348578297250665,7.17887812383138,7.088429060491784,7.315779928861072,7.320846761677252,7.250843940874196,7.18660201137142,7.117462830563253,7.365475946056554,7.347238694985433,7.142186766456487,7.185569353508209,7.268979753899204,7.376517530881313,7.185519197253582,7.326052314125188,7.315412028073384,6.96623550658753,7.226972144697309,7.405443604296989,7.095035432048722,7.240950099429118,7.533334197549412,7.380372735550279,7.231878836668178,6.990952847402101
COPB2,8.177334331034185,8.212550415864046,7.809831161661361,7.97105793832622,7.692864372643305,7.853962381935315,8.209039540513274,7.935941370003815,7.900146774021074,8.5119326056027,7.761793364804374,7.9641323471043,8.007204232093915,7.886186742781909,8.064892714648334,8.027715850222945,8.056210406502284,8.09031123256484,7.746918278831765,7.640313126131595,7.839525305352365,7.522914381414855,7.86057696135184,8.020336639394994,8.3732668307655,8.21715371501595,8.10056261200764,7.899644268347824,8.11854462510511,8.117349172181635,8.00844165481678,7.937615586164855,7.371653943682135,7.931559343107425,7.71590862940282,7.883300183832249,7.8776297795370045,8.07497251628353,7.906276549627559,7.811370547598395,7.671521694432065
BRD3,8.464654978777526,8.391604959014971,8.588240179359081,9.432277548781853,8.508199924193077,8.825641088475082,8.897656397098057,9.212007568219752,8.861811789299542,8.769434004318633,8.34712702599051,8.695049288350504,8.49240166270208,8.841969322945737,8.276026594492498,8.28898782560557,8.284777856572505,9.2692706518057,8.445233857329306,8.51943425875742,8.741057849982498,8.387276086140917,8.28956232493362,8.670663356600167,8.717915353802443,9.234466801062505,8.17187958510528,8.349895695583823,8.673439831619186,9.021637330309174,8.114141471136158,8.839518496240006,9.361750959380249,8.66602908184034,8.963572069188244,8.969270859101579,8.903078728924866,8.62927894951852,8.846537491404113,9.260378633929896,9.148605436261125
H2BC21,8.15646447009771,8.14057689966135,9.42152290207078,9.30151041247764,8.10262935338706,7.96576271481294,10.0239975107648,11.1626048302987,9.48475651675268,9.44144561183765,8.6284927435838,9.08468918201986,9.73279122761965,10.6028393160238,8.8021849967555,8.78100269437493,8.58591542714949,10.9621345530206,9.79719674261606,8.25765294319718,8.51985226992247,8.50522929773929,11.017174606114,9.9245930517501,8.4311219336949,10.7385222916597,8.75683848752275,9.74362272942966,9.341641150537,10.7477450267079,8.10741597829601,8.96798639258009,10.2656564710075,8.03174829320059,7.92218700163866,8.01726543539869,10.7329229347639,10.8607076302372,10.6969038813333,7.09549400815849,10.4829350362719
CAV1,9.605096490071103,8.218668975557339,9.348077979376525,9.583685238589876,9.127710898262473,9.641973935590624,9.26983795287203,9.10696326589051,9.382124023371867,8.370816654268289,10.05468312299175,9.81766533204202,11.96721062970825,10.08955430002609,9.34563404905417,9.201217639426364,9.08359269000933,9.81598042865459,11.8476417491909,8.684488330349271,9.48338204755862,10.50079050727736,8.976858510360909,9.5750683713137,8.599858252304504,9.25614780677849,8.9663640209887,9.840092679412376,9.748672562779175,9.765015557835216,8.089395218045485,11.424085355983353,8.64766671843392,10.09516752385404,10.5717284599837,9.52554680090245,8.96911866960234,9.432656640464923,10.36553342462097,9.34475000619009,9.15746480100302
STOML1,8.121369185915492,8.41321880309296,8.13717599884639,8.034946615575118,8.374118241604856,8.278775293607064,8.2231910362514,8.434843419681782,8.285965610591614,8.39848535039593,8.48905150854604,8.39094082267407,8.68523761937845,8.392264060405287,8.308855026481476,8.5356374256659,8.426290819447393,8.577624440864284,8.197107595785463,8.50636944523124,8.263108304597846,8.440155924681386,8.107296582986237,8.506969187461706,8.265188241043383,8.470109942133137,8.25403669747287,8.20841340209846,8.386858632488694,8.50231478058273,7.956934241381627,8.395999730256364,8.051263766936332,8.277301045670088,8.472989114968714,8.178795433338427,8.289695019320803,8.205188750800327,8.26630769907133,8.193050815155528,7.995285583807086
KAZN,8.515889861848724,8.425766697514822,8.873286458931288,8.761836595470205,8.982365233367497,8.176946605872903,9.309772919083445,9.02452501659946,9.022990184563588,8.68833819449046,8.19374728776437,8.734492070821858,9.338955612305732,8.63979609549247,8.399982127344478,9.760803291394328,8.451426510583811,8.820376487671497,9.356616221747204,8.135253868159552,9.407524394123708,9.45048252942842,8.932378699506792,8.496958738372651,9.158653818577644,9.036106330645245,9.29249117823958,8.996807462697035,7.8997673521333,9.441671873231405,7.891732312214622,8.398653154124329,9.081988849505755,9.099840940260538,10.607671873669034,8.997402560450276,7.958634160018237,8.5131295096809,8.717220492760806,8.454523779268193,8.16421488396482
BABAM2,9.95777527498467,9.965565924083409,9.724029187808869,9.745558792777848,10.179914412682,9.52472762363575,9.598462186794364,9.528198547380704,9.670479434574505,10.448692064229434,10.369625417531267,9.254465222381071,10.205850520090666,10.017830523017809,10.047585786589226,9.872378514584495,9.196947890595316,9.844480440524215,9.72037276501359,9.190478855106733,9.67264407092059,10.230423540165969,9.89009116808602,10.123532827485263,9.934993720582908,10.294793742798968,10.160676598358366,10.231086926324366,10.237133190506633,9.63123554765278,9.180453697667476,9.89807103126614,10.028399986041956,9.641067713457948,9.519550143083066,9.66248234642682,10.077377663276495,10.234006058100832,9.400301157425153,10.3163622379301,9.791861025626554
FAM131A,7.697357133662037,7.55836190505564,7.674557106601836,7.39860967574642,7.707752073454727,7.311985581482877,7.512630362993863,7.572449295577013,7.7900859274108605,7.60171167606985,7.429925175325327,7.59066859991207,7.527043151581556,7.654499476171363,7.239536619605883,7.41216771365562,8.069724665443514,7.835135236267874,7.35597053088021,7.651908712771011,7.499771009926216,6.8812741089815725,7.140981682166408,7.601600185087338,7.414042668474404,7.480154871730661,7.486042189340381,7.679909022391382,7.725218088154603,7.318242670211053,7.415098308157137,7.279161929042663,7.383930348991494,7.39694545668378,7.514061939349157,7.410279225089343,7.64998270954948,7.664951733462334,7.450296711267673,7.664102484589416,7.5165902353054435
PCOLCE,10.299781502602,8.71804653682056,9.74908305669735,9.40566019068891,10.8056217190297,10.0893549072368,9.4268778172956,10.4407787909879,10.6849451992411,9.41119362709011,10.6413937572617,10.2491758946131,8.9161496863548,11.5746956655271,10.0377320412095,10.4221288616281,11.6654424445352,10.3483307147685,8.73727575996634,9.77277054924642,9.47027908962157,9.58102576819924,8.78986496821977,11.7830388901218,8.97603700590495,9.89349920189139,9.70679929506397,9.28684692461949,10.9888207397553,9.88988875032764,7.62377344273884,10.6473145923932,8.70679535802149,10.0556358292262,9.58661179534443,9.66502487437775,9.35098707487286,10.6535468174578,10.8563007020256,10.6141737888348,10.6481449290347
LDOC1,10.5116113477261,10.6092046305756,10.7600780048308,10.5042140068514,11.0647700283503,8.40864016018183,10.9548414421418,11.306133613677,10.631320133188,11.5196364039444,11.0600879105327,8.40686232052468,12.3106498036064,10.9116932576646,10.4055380336023,10.8059615974149,8.20132491705037,9.62548367055792,11.4071548786027,10.3806586861387,10.550856783448,10.570281952864,8.09077157707289,10.146838080295,10.4960448943103,10.5147331250856,10.3400732839303,10.680737667096,8.83104922788877,10.1268530046373,10.3635124981691,9.7722236467988,11.3940997204774,10.832088080049,10.780210024895,10.7886763305938,9.51398756572164,10.511533071246,10.5450749095109,10.436071459501,11.1332971964057
CCDC85B,6.617137422223187,7.441063941764564,7.02155519788388,7.162962766476034,7.28261355113911,7.133930770636213,6.803901171775293,7.023407209217313,6.8763301273244,6.945456087497931,7.1777391479766,6.862650707406527,7.067067667438951,7.215549816027827,7.096308180367568,7.107741331854804,6.794560824454834,6.969583544987704,7.449658434238273,7.335081361050768,6.887726652200651,7.672120850731347,6.807590063836166,7.113036438408687,6.862327559308611,6.980354042845899,7.25147795795441,7.373017606539826,6.955167210078254,6.873990582019,6.583881922889294,7.410958655524084,6.778708948641289,7.1400224981344165,7.061479972238604,6.71100705232612,6.911080029001954,6.859462194141,7.205937662033084,6.8175836381263,6.8837913683210905
APEH,7.872708751667465,8.323298344605265,8.562384206655166,8.201471082408045,8.798003759216805,8.106026334496729,8.622716757286875,8.63967626634375,8.34506407364348,7.726907349545526,8.181850279658464,8.20334843235408,8.88922292950552,8.40556629524499,8.536773797412309,8.5974079746101,7.99333652927511,8.67571683448246,8.909410930866445,8.19290349413029,8.48355010828963,8.562784447686015,7.771633804459574,8.348338237288264,8.308307617179521,9.05423170737851,9.013464198168624,9.244816290326645,8.268846597996195,8.55305838105413,8.27708385582358,8.045111949237144,8.177020169499254,8.66842198022105,8.700665188661741,8.267370319066295,8.595394013895975,8.479995025460365,8.026853170025394,8.5446234266666,8.062326216966925
WARS2,7.429415912621913,6.910727832599997,7.075167243637563,6.701139322055344,7.038616405744489,6.166297425786657,5.935792350081596,6.571707611759902,7.165188832848862,6.185165013314633,6.645605884979964,6.840791949831893,7.061750155914713,6.59623821965645,6.958095659208968,7.091968594599407,6.478045517652308,6.94885979953521,7.80302654586444,6.920417369182746,6.914352306617953,7.185218822657467,7.274813608038049,7.028772054983564,6.931272480259456,7.153138841873587,6.977613260045836,7.065659797976903,6.8812107945823096,7.162595573285163,6.992662771780396,6.56234560498864,7.023473409979751,6.94269424018538,6.561136057744057,6.40816159241142,6.798832830264487,6.36173805012496,6.25659064251763,6.871116154055373,6.742646918412906
PPP6R3,8.65617152641414,8.910166456535459,8.952638097518044,8.811275963105583,8.597844165890002,8.502808098269531,8.016096011325363,8.844750057704148,8.560270523736337,8.752707095804343,8.903613639944304,8.62603587193171,8.147119066622567,8.511593906616588,8.646999245770846,9.003681099424837,8.646808339225123,8.83784022355574,9.078997227186193,8.837263726935793,8.548550672975859,8.160461689786027,9.04142889371276,8.601549698176328,8.411598013073382,9.185049683333686,8.741566727668376,8.420510344146177,8.564578408793954,8.81114074975199,8.785347703626453,8.33891020448412,8.78528109831009,8.83812770258208,8.971225834105613,8.788613290568554,8.56153027334309,8.08269220482141,8.172963685568392,8.364318627167346,8.210040272969701
PTCD2,7.623787770143581,7.582157948643085,7.982444359449695,7.14781491949026,7.61555673256104,7.628054814677055,8.22905023044089,7.739400030369885,6.850315492726375,7.65688904303653,7.83885953141895,7.31810400854987,7.649121599179935,7.49916695056558,7.626443749648365,7.42718687829954,7.69773569082421,7.59635727870638,8.08293902465315,8.088261292361015,8.113828245450255,7.9686890427148995,7.85714885696731,7.517181388903285,7.155227321026555,7.93092934528428,7.803101472780565,8.369327719939925,7.760792975449821,8.10251665686456,7.642292800947855,7.16412958445391,8.077814559803395,8.06093656350664,7.59363781489316,7.507992193682474,8.800866459607995,7.06308582963757,7.44698442264483,8.227807274683876,7.935751013490485
LYL1,7.90671477374441,8.37438448791691,7.49886216656182,7.81127579038824,8.13116471175052,8.10983205830257,8.20215972354518,8.01981369552533,8.00813785202705,7.67927798749644,8.02876877997221,8.51251997627332,8.07729602746513,8.24575386463571,7.86293544882457,7.89696930141169,7.95486303305183,7.92797896726782,8.07782110977821,8.01046567589602,8.16798646542125,8.27825804948458,7.7047573786637,7.78599026402847,8.3381598816151,7.93662803794085,8.00432491910186,7.9306687624122,8.03652889008602,7.69318213588697,7.7210097475125,8.30672431234169,7.59300288802228,8.24411950789652,7.82731321903819,7.94374123831342,7.92620332735874,8.28323596508328,8.17629411086811,8.09636996733487,7.92381570050487
EPS8L3,6.35507758828764,6.95093798711629,6.38091279443467,6.33040474011994,6.50413583616678,6.5924414768584,6.65100595349839,6.64858421175099,6.47116796954743,6.62757650718237,6.79162290657589,6.56357942716461,6.69589080978334,6.62943897987843,6.13698659090486,6.22308827966038,6.57451396195386,6.44632200100747,6.61981341506832,6.57451396195386,6.67759220515029,6.74425109576533,6.58799573627848,6.68577524314019,6.6757014777707,6.53762240600595,6.68615377954645,6.92722192504095,6.79018482820428,6.68328400884057,6.41907743243014,6.5082430763294,6.72890828577619,6.80081651078939,6.64176809859036,6.6611458040831,6.40418634306089,6.87535211853829,6.62827224363034,6.5206256606093,6.29758304983757
SDF2L1,8.53356412489286,9.03668907692362,9.56069392395374,8.63269455801741,9.72507127419428,9.85348785801728,8.84818916576067,9.78173243295823,8.36782223566511,8.88891945637295,9.29330678541312,9.24582401631124,8.50841120366841,8.9888769342649,9.89786758201447,9.32245305589265,9.65312455516915,9.19595895304385,9.07565779528056,8.59717737039509,9.76123934913633,8.55211954374154,9.58825928656302,9.7017334969459,7.38674352923352,8.76137434887311,9.21023016433415,9.20533096802983,8.5538915291364,7.59722438131152,9.85908224523654,9.24104219131761,10.3287429696526,8.52625318307461,8.03817665096199,9.16918324311033,9.47721434635002,8.61801671584172,8.42508422619261,8.25069753402389,9.14169947349655
FTCD,6.736050027183542,7.390730970984756,6.846284799854783,7.1412771500795,6.8397316175965095,7.270240245464667,6.93194568288948,6.983400310766093,6.889353061710768,7.203161712679715,7.145820406170915,6.863295604148981,7.307567079005754,6.971646152407342,6.781886411580391,7.0489952748763045,7.041891603921228,7.094123380194937,7.025152680720897,7.123401554086836,6.935453405101316,7.250679134101651,7.290895022591783,6.940727317853404,7.088856957732976,7.069927487586928,6.850107013095333,7.214318733016108,7.160263852178905,6.8744636977099205,7.023852036104461,7.15084573377234,6.57907675874262,7.083806660515325,7.093854481506379,6.938770624924247,6.994939052499494,7.401270390211007,7.16274059578189,6.940158756507997,6.898185842126192
RDH5,8.378059763616974,7.823175642316015,7.9824679542441555,7.42202744644885,8.003989180413441,8.06107699693356,7.59261067287782,7.420556097243701,7.47094800825589,7.354164317942305,8.185907774144646,7.21379378759487,7.402746731995879,7.921765376775859,8.2767799555915,7.872002984942149,7.701864696708064,7.902808856558934,7.422749909628974,8.382898193375254,7.381574483151895,7.655026907152185,7.66531355770272,8.38265141018279,7.46666486146472,7.73366277082792,8.01172742585867,7.49962662972957,7.254038312783995,7.583928942876399,7.454719991271364,7.532520310784164,8.13013209346206,7.382254932045185,7.44126004363422,7.525104731728275,8.262444676319735,8.275487577046874,7.875502358524825,7.9035985939784945,8.39734320447021
PCYT1A,8.763560951555704,7.758321199759194,7.76423729283846,7.664148244444757,7.23435578868918,7.34041860852858,7.87215656843722,7.699979433626506,7.950535064755006,7.812513227533157,7.980716907315899,7.78413962779955,7.69110993869655,8.062756422587704,7.18970314572875,7.886901597767373,7.8306538847287,7.797651675172903,7.25890920172672,7.50308066172117,7.484640029138796,7.340797323903982,7.50852993387186,7.896354008096694,7.829039189270269,7.89227860089326,7.566816555956318,7.747083032196766,7.562502090549994,7.369608588135606,7.145037674781704,7.64429728079797,7.746396965315768,7.927238750259053,7.443508660183684,7.414542649861903,8.227716800713432,7.8737725398915535,7.67585194896765,7.626052058155473,7.555727128408447
GLB1,9.65467954284665,9.82483143477291,10.5064810425031,10.7776065479927,10.587619100067,9.3545226987964,10.1321713347981,10.2318919388987,10.4863535373909,10.0768871082469,9.95196901599219,9.95233392223416,10.1891033245399,10.3071508645347,10.4534368730575,11.1492679155924,10.1978172470599,9.82565626107916,9.76533719312021,9.63293248315504,10.5380084896666,10.0458324330764,10.005017245551,10.2635059772137,9.5949939377671,10.1211499091171,9.96261722123993,10.038939965767,10.073008129955,10.1706392454417,10.9849169612479,9.50232346906982,9.92466948398052,10.2037989681465,10.8049800195717,9.70884583898729,10.1788233665803,10.5047774804354,10.5258466867139,10.750779338914,10.4366982145317
RLF,8.55315027541679,8.45342852566518,9.06857259777285,8.83430403638467,8.34847761499275,8.85251759677246,9.02726728315055,8.69435662789097,8.40046397800302,9.27890266091499,7.76678532237916,8.5162668034309,8.13524031066448,8.82127896709412,9.21051278670084,9.40836680860351,7.60320973321131,9.06831686466386,8.77432274951115,7.98629124238238,8.66692485396516,8.81975245855164,8.72471393349187,8.41284516044137,8.45639978879408,8.88097340220062,8.1622291188204,8.24099765236687,8.8468267301995,8.48756707038838,9.22348699102198,9.60278917425597,9.09470813977532,8.6339528860931,8.61397730681639,8.55032579305201,8.26138287588823,9.5110407382091,8.94303310636043,8.8193150789488,9.05379703108209
GGT1,7.626819713638217,7.422464825634281,7.100677277148184,7.0270097421868485,8.297013651857885,7.29400043874564,7.657066803773668,7.345597224279129,7.0836224102947085,8.03116627775081,7.409713010300391,7.472202319002692,7.153822177239845,7.125582785262951,7.374197799219924,7.87478425358869,7.690611606328098,7.0605802948453285,7.502693383783495,7.256877827520151,7.139517154807924,7.362431199462704,8.57019341656479,7.462392271820209,7.3811489455821855,7.189823231546167,7.549141596685379,7.420754901462611,7.504588832145773,7.338822806947323,8.051502473290414,7.291807193772321,6.959698272076361,7.744600444638013,7.355423429720242,7.289905676316349,8.023073108426368,7.467061218348653,7.587700444429777,7.002578178253053,8.071795355527598
RARG,7.940236432070983,7.802644875834489,7.409079640336927,7.727725885562897,7.521944497264393,8.00955651866107,8.09912952002389,7.85559645523253,7.835565927973886,7.468008141744799,7.6623105202323165,7.78968524166061,7.91064231029804,7.643493922511958,6.909335353160387,7.139857130035433,7.844293620816529,7.2507797514969825,7.560599830053263,8.052893599817903,7.70732702575085,7.425599580236401,7.74329219082716,7.807821017706519,7.9931250356281724,7.214944407762373,7.793766476782673,7.644946129490481,7.62113591027871,7.925183179405738,7.857972473553487,7.555679869334237,7.6615410720965,7.645376216216346,7.62825368644918,8.378711868861807,7.347997969630627,8.316380535692463,7.81911561467809,7.734562612891277,7.908050141717809
PTPRA,8.4625973777051,7.9022785422295,8.176481144563573,7.960945580855063,8.435000209994277,8.39165164665872,8.2848962152971,8.2204890293846,7.666035246211837,8.21665876564518,8.051855268678652,8.147275210772877,7.682818396650236,8.584509523693553,8.194946218659886,7.963749649201766,8.079698144496936,7.570703549557739,8.1684380073174,8.77732709539206,8.82798523586868,8.247867799959687,8.647058669502593,8.422409403267594,8.084119495658983,8.001649533790873,8.661520464594288,7.610980012934863,8.153680718094144,8.574657453174256,8.085997361765125,7.842093530877083,7.809512235239759,8.213283742050717,8.613168302168488,8.541453141954053,8.33459223984108,8.607315453643244,8.348220063236507,8.83064429360406,8.199539852923097
APOLD1,8.95254106156807,7.16930534274846,8.05145116556645,7.83673154439947,8.38030028929578,9.14185902776075,8.33778199903701,7.74396288443586,7.32319393172546,7.95465118217117,8.83750130935589,8.24238995802685,7.4338101196978,8.03083969526608,8.50289436935361,8.38339649513311,7.72244200083984,8.86667912919001,7.94780438574456,7.71657447139328,8.14440626080685,7.01641167368371,8.03737716649881,8.49051445583678,6.66228197711527,8.27687383274372,8.2941790891188,7.53340202298606,8.592642427178,7.81969505900916,7.11860706283178,7.6776467799408,7.41678380626882,7.6216247007011,9.67110002852931,7.79866866475967,7.85120727069807,8.03235354647653,8.3497620240737,8.1481407287057,8.0421278584401
FEM1B,8.755662607035944,8.656810040575287,8.669442656874837,8.0217917663181,7.76857769510154,8.112125300995741,8.301729437693938,8.685104680810973,8.077160203461537,7.707373960501954,7.82487555521277,8.228090114676931,8.27860749000279,8.29234801635269,8.479353654270144,9.00350225550109,8.350779321602264,8.486563753232756,8.457391664119044,8.215988766886907,8.066733053509253,7.822816573047483,7.896382948776133,8.51168328098947,7.982146673726387,8.29048412171821,7.986438418414516,7.389605754144466,8.304696161666454,8.61514736387229,8.03971144106866,7.655926702363907,7.761450239808849,7.959148017964437,8.36802309677194,7.802495937228806,8.17986615003845,7.471993461170324,7.736826130997524,8.528041640775056,7.888952890949963
EP400,6.565353857994618,7.215839018024043,6.900119475804565,7.159607271647437,6.877320300764483,6.83899955324057,7.203179533220043,6.603661287725678,6.932423692672687,7.1056659120737296,7.46380713015934,6.601384670550337,6.896999045947442,7.15024624694425,7.19016131016667,7.023400394842556,6.714016025634738,6.834166544372108,7.05375406094807,6.77787751055527,6.985465440162877,7.040662195488375,7.06727710186319,7.049847808511905,6.990791043527705,6.855452174103423,7.1082572151269,6.654500596952612,6.84844204059105,7.123687474333828,7.112516096772282,7.159146388176243,6.74282394253356,7.353567472715268,7.528346994930407,6.670366391584038,6.935771652361424,7.27566945418266,6.769318282216602,6.991623150773632,7.184867106067182
NPHP4,6.857971349525945,7.202236814155725,6.724921455200114,7.47897378463763,6.953313366968445,6.99390233080911,7.180653979732625,7.205963461921019,7.10859686394816,7.058934500133795,7.17713403445999,6.95293082101119,7.453214300660514,7.012613344253925,7.01986495217851,7.262989817305125,7.3323478688214045,7.509299012491855,7.06198339872916,6.97687026457217,7.23557383737533,7.03940137245145,6.906223905313615,7.074276356824514,6.873170684470595,7.532357887370676,7.48344671861594,7.208285207202155,6.87010528121855,7.234898214229755,6.58341473569982,7.81090609671906,6.818067523625111,7.01361876703497,7.11592642004304,7.255657363613791,6.75992507006658,7.33117102456041,7.37884919962436,7.203406648053376,6.77193033176132
RFXANK,10.1070592091637,9.49419110419313,10.1588513611251,10.0946454633963,9.68464922497528,10.7571310897698,9.43788725418522,10.0891505557913,10.1381496217126,10.7190679096204,9.74614025406471,9.964870702164,9.83397095357526,9.34936963435565,10.2676107311776,10.0152672209374,10.0666977591626,10.1683339475135,9.57009128066149,10.9646670019189,9.71638019421975,9.9226739151709,10.9384555783157,10.3099532965647,8.59986823327545,9.67072369153859,9.90336169196897,9.9783535704906,9.33286889946185,9.34325253910811,10.2584275705316,10.4271481790412,10.0070826189969,9.27957900174176,9.69413965496054,10.0552644439089,10.5305417318261,9.91848376445545,10.260866840607,10.1534485911657,10.0173761319636
LSM14B,6.376672713545526,6.665257179854953,6.548256999671639,6.657545074430784,6.573924100697374,6.574724486221106,6.4238311880497605,6.960453602891748,6.387647516292658,6.596295520012956,6.469232758197753,6.388802141131994,6.457084598928785,6.438307560157488,6.247490711947038,6.31462910651002,6.35880308128765,6.447919807739328,7.2845088997454015,6.579852673441676,6.899041653978114,6.347182097934882,6.759500291794064,6.82847869893146,6.699381711962138,6.326128357747318,6.625483360824353,6.7201598317103,6.769300866511618,6.362559833972052,6.738418379501596,6.58175403948009,6.392568013505816,6.481838233232844,6.893369823087985,6.7202970661356485,6.3162712709456414,6.987030411414025,6.47640499882406,6.865660762448999,6.637590063979391
RFC5,9.54984099113033,8.641467976013184,8.971644519863387,8.650929068797174,8.340232186381803,9.458872613633558,8.811474582175423,8.31973115247383,9.211029095962049,8.323459788049403,9.020318186365564,8.78919558401286,7.931404467635687,8.561114118314231,8.829871297090804,9.041303539843256,8.08725168072259,9.004725085541917,8.757735851425986,8.855391012867033,8.318489562004997,7.892893354871197,8.717000870836957,8.912466050452897,8.273434372533167,7.964392082172339,8.311680099409847,7.76007932099258,8.54485987360081,8.271017410072801,8.969446685665579,8.61142177436502,9.036505088118837,8.2010984334047,10.04741732860106,8.70332078544789,8.289946009795907,9.16392493269978,8.047916854554801,8.476176479604645,9.506223593338715
FCGBP,8.05110202953962,8.05387566797546,7.55476882613376,7.61209530207062,8.24205643603473,8.53922683612431,9.47058754742333,8.65338628339879,9.04607004371116,9.02700657221651,9.11110106217224,10.5965065837266,9.00031383834158,9.47002249316421,9.87527144127055,7.77618523516878,7.99384537450302,8.10381476744157,7.012554085668,7.77333168645704,8.17435925921735,8.64989651080053,8.07112994021915,7.54021601696146,10.355374498215,10.0315460180956,7.20210792351747,7.98677409131672,8.14389561098245,10.2218465318909,8.82711002950361,11.7498416600497,9.28196522191039,11.4121287470464,8.47942854272808,8.26050579484988,8.12942407513188,9.08762310549205,7.535266275449,9.56702507797455,9.32456977564303
PRMT7,7.5549757024064,7.35375377822587,7.21362029962699,7.01875951039895,7.47093795431614,7.05880792013838,7.46371997071153,7.74761487315597,7.49977184816049,6.92071056315802,7.34443200121385,7.61166473615088,7.60126889332556,7.26655301076798,7.20441367871771,7.84698801728144,7.32729920390433,7.35558135993848,8.13422002360472,6.77701516642468,7.82481281401994,6.79925143456901,7.46761214080226,7.60774142840036,7.36604837128261,7.1214403290093,7.56354792778399,7.17634035631522,6.94500212739334,6.98905122835559,7.98956802038849,7.93261276701371,8.42068945672357,7.25600095016329,7.55178555443489,7.52714865325991,7.85095155866164,7.111568711472,7.5379217990182,7.93206895618851,7.49223166504283
ECI1,10.0084042450642,10.1126866070022,10.0839056762722,9.12176551805529,10.3469554928782,10.217785017195,9.76001261890821,9.04952464743577,10.9134553312135,9.40195303254618,10.2526576044266,9.7567998947142,10.3401630347754,9.22397490267524,9.36494843041197,9.59879081357226,9.45519270262529,10.1401123980438,9.40023539144699,9.56514740678777,9.43250355870249,10.0752778927349,9.23465558170139,10.3065640956209,9.49790099367319,10.5661314039433,8.96202524599393,10.2600239684601,9.99183334063507,9.33731226268248,9.77008629707888,9.17443238908353,10.277480238341,9.72661989710627,9.78373558895817,9.56241369108895,9.31539084483744,8.63753216989299,9.86995740106527,8.9769595257964,9.75829959601073
