"","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif_logFC1","signif_logFC2","signif_logFC3","Gene.Symbol","signif"
"ZSCAN18",0.737513003442182,8.43034692732966,4.35498409893738,8.14200849187399e-05,0.353826902921016,-0.569279796817752,FALSE,FALSE,FALSE,"ZSCAN18",FALSE
"MYOM1",-1.07480772463135,6.97013647722381,-4.31193737993236,9.32595948658449e-05,0.353826902921016,-0.637496397792044,FALSE,FALSE,FALSE,"MYOM1",FALSE
"CDC14B",-0.670027454332484,6.88819615786726,-4.06537455225641,0.000201247362501184,0.509021662219661,-1.02660011849935,FALSE,FALSE,FALSE,"CDC14B",FALSE
"CTSC",-1.07452885703783,8.81976473132016,-3.85265481216797,0.000385744726990331,0.546575883413178,-1.35900442085574,FALSE,FALSE,FALSE,"CTSC",FALSE
"SUPT16H",-1.48589765945606,9.67610584481911,-3.79538985629781,0.000458546793021208,0.546575883413178,-1.4477860677696,FALSE,FALSE,FALSE,"SUPT16H",FALSE
"TUBA3C",-0.63737056557246,8.52547910970667,-3.78884096010012,0.000467672969168922,0.546575883413178,-1.45791750742704,FALSE,FALSE,FALSE,"TUBA3C",FALSE
"SREK1",-0.735790108732822,6.61082366060553,-3.76379430267315,0.000504221294661603,0.546575883413178,-1.49662293073947,FALSE,FALSE,FALSE,"SREK1",FALSE
"KRT18",-0.938352637395371,12.6966591405456,-3.61640878954194,0.000781854994327068,0.666112776281156,-1.72289248832173,FALSE,FALSE,FALSE,"KRT18",FALSE
"BTG3",1.62601374464498,8.76985064967614,3.59948593798123,0.000821858965385429,0.666112776281156,-1.74869657276762,FALSE,FALSE,FALSE,"BTG3",FALSE
"PON2",-1.05484082799972,9.52452632500805,-3.57280551669524,0.000888947382291544,0.666112776281156,-1.78929966166268,FALSE,FALSE,FALSE,"PON2",FALSE
"CYB5B",-0.933844116686389,7.2140852858434,-3.54457762928382,0.000965635284540421,0.666112776281156,-1.83214905833375,FALSE,FALSE,FALSE,"CYB5B",FALSE
"CLCN3",-0.824375648878791,8.56760489796811,-3.45013288761493,0.00127099784240962,0.758785467026661,-1.97465683031221,FALSE,FALSE,FALSE,"CLCN3",FALSE
"SLIRP",0.737152095412691,11.24602288491,3.40597073189594,0.00144361654902671,0.758785467026661,-2.04081307716063,FALSE,FALSE,FALSE,"SLIRP",FALSE
"PDLIM1",-1.27341609857628,11.7579144166233,-3.39012593521515,0.0015108345570226,0.758785467026661,-2.06447056760455,FALSE,FALSE,FALSE,"PDLIM1",FALSE
"TOX4",-0.942686626585762,8.64193426991653,-3.38265735644214,0.00154354334530162,0.758785467026661,-2.07560703406917,FALSE,FALSE,FALSE,"TOX4",FALSE
"NDE1",-0.603737762100943,7.44652097644016,-3.34011777646717,0.00174309749251829,0.758785467026661,-2.13885489419769,FALSE,FALSE,FALSE,"NDE1",FALSE
"EXTL2",-0.733324265325192,9.91170624384087,-3.3379513955664,0.00175389063369254,0.758785467026661,-2.14206738736144,FALSE,FALSE,FALSE,"EXTL2",FALSE
"SUCLG1",0.572754735226359,7.95933385574645,3.3288437251904,0.00179996552536635,0.758785467026661,-2.15556386850101,FALSE,FALSE,FALSE,"SUCLG1",FALSE
"NPR1",1.53101228639105,9.47770783535293,3.24376078449885,0.00228967362946606,0.770683955314535,-2.28091169925585,FALSE,FALSE,FALSE,"NPR1",FALSE
"SCYL2",1.20991422539103,8.95096056715997,3.21523909941453,0.00248039441655533,0.770683955314535,-2.32262291015531,FALSE,FALSE,FALSE,"SCYL2",FALSE
"DNAJC22",-1.07536931648688,6.91205799905092,-3.21042105518336,0.00251406190126652,0.770683955314535,-2.32965319687793,FALSE,FALSE,FALSE,"DNAJC22",FALSE
"SPRY1",-1.4595082111421,8.99532084045929,-3.20035793308213,0.00258578135083654,0.770683955314535,-2.34432196164114,FALSE,FALSE,FALSE,"SPRY1",FALSE
"GCNT1",-1.11187306143022,7.64757208917117,-3.19825597619529,0.00260100438679478,0.770683955314535,-2.34738337281017,FALSE,FALSE,FALSE,"GCNT1",FALSE
"PRIM1",-1.19078757735764,8.99670479186,-3.19446445535097,0.00262867844966725,0.770683955314535,-2.35290331561174,FALSE,FALSE,FALSE,"PRIM1",FALSE
"HEXB",-0.804432726836149,10.789438819974,-3.18541935639635,0.00269582718839636,0.770683955314535,-2.36606003639573,FALSE,FALSE,FALSE,"HEXB",FALSE
"FANCL",-1.010077857857,9.53981459399132,-3.16771419153294,0.0028319884880386,0.770683955314535,-2.39176519420633,FALSE,FALSE,FALSE,"FANCL",FALSE
"TPBG",-1.36567925387238,8.42095529399086,-3.15529829044082,0.00293132211912639,0.770683955314535,-2.40975266562437,FALSE,FALSE,FALSE,"TPBG",FALSE
"NME2",0.663340767223032,12.2431778280184,3.15386087076777,0.0029430324698568,0.770683955314535,-2.41183305236258,FALSE,FALSE,FALSE,"NME2",FALSE
"KIAA0040",-0.641462859818888,8.16126517118196,-3.14801497907311,0.00299111444998728,0.770683955314535,-2.42028940468747,FALSE,FALSE,FALSE,"KIAA0040",FALSE
"PEBP1",0.85107105372408,11.7767845565119,3.11995888228283,0.00323237321467782,0.770683955314535,-2.46077360663696,FALSE,FALSE,FALSE,"PEBP1",FALSE
"HNRNPC",-0.377128659639513,9.56544085674427,-3.10987958340782,0.00332344236800784,0.770683955314535,-2.47527677862612,FALSE,FALSE,FALSE,"HNRNPC",FALSE
"SLCO2A1",-1.03704158246487,7.86363482856832,-3.09616579743118,0.00345123900619331,0.770683955314535,-2.49497436230696,FALSE,FALSE,FALSE,"SLCO2A1",FALSE
"ACADS",0.723305458039442,8.03272762089583,3.09214489118609,0.00348957812492518,0.770683955314535,-2.50074196244361,FALSE,FALSE,FALSE,"ACADS",FALSE
"NDUFA10",0.35652882022137,7.25891014396248,3.07588984554328,0.00364869509092104,0.770683955314535,-2.52402203431443,FALSE,FALSE,FALSE,"NDUFA10",FALSE
"ARMCX2",1.27884996382291,11.000675981538,3.06481810268286,0.00376095678877238,0.770683955314535,-2.5398451923244,FALSE,FALSE,FALSE,"ARMCX2",FALSE
"AP5S1",0.559777932323243,8.21751674111129,3.05751773159209,0.00383674766646136,0.770683955314535,-2.5502635110454,FALSE,FALSE,FALSE,"AP5S1",FALSE
"NFIX",0.629821496891648,7.5650082633973,3.05207036215757,0.00389423424901637,0.770683955314535,-2.5580296122814,FALSE,FALSE,FALSE,"NFIX",FALSE
"SPCS3",-0.78686121027324,8.90569528694107,-3.04562400635934,0.00396330919608101,0.770683955314535,-2.56721126469826,FALSE,FALSE,FALSE,"SPCS3",FALSE
"CXADR",1.53830277945048,9.4010455701732,3.02811224240113,0.00415681117891973,0.770683955314535,-2.59210579475384,FALSE,FALSE,FALSE,"CXADR",FALSE
"LTBP4",0.598646422089146,7.12467118978301,3.02500617429297,0.00419204587122005,0.770683955314535,-2.5965140054369,FALSE,FALSE,FALSE,"LTBP4",FALSE
"CLDN6",-2.50320822616059,7.98314059071911,-3.02154002297411,0.00423169625905629,0.770683955314535,-2.60143062804073,FALSE,FALSE,FALSE,"CLDN6",FALSE
"NCOA2",-0.814514933089381,7.44338790445514,-3.01597953676251,0.00429604056611008,0.770683955314535,-2.60931218995916,FALSE,FALSE,FALSE,"NCOA2",FALSE
"RPL29",0.576662499830373,13.2708535872662,2.98970301541518,0.00461271691004064,0.770683955314535,-2.64645950842787,FALSE,FALSE,FALSE,"RPL29",FALSE
"NFAT5",-0.727034568279828,7.81894697844856,-2.97346084959925,0.00481926900818251,0.770683955314535,-2.66933962348884,FALSE,FALSE,FALSE,"NFAT5",FALSE
"SETX",-0.557855631003489,7.96013203813158,-2.94611462386303,0.00518671363597108,0.770683955314535,-2.70771868328513,FALSE,FALSE,FALSE,"SETX",FALSE
"GAB2",1.23677379023389,10.2621911081432,2.94428060264176,0.00521227175135797,0.770683955314535,-2.71028614053821,FALSE,FALSE,FALSE,"GAB2",FALSE
"TGM2",-1.13935553790023,8.018973960126,-2.93702306239274,0.00531456915731754,0.770683955314535,-2.7204379306002,FALSE,FALSE,FALSE,"TGM2",FALSE
"TBC1D9",-0.694352173380871,8.72354493849907,-2.93417171226556,0.00535527100960944,0.770683955314535,-2.72442283523879,FALSE,FALSE,FALSE,"TBC1D9",FALSE
"GATA6",1.38034885083262,7.84320637876471,2.93175542258898,0.00538999041443144,0.770683955314535,-2.7277981526143,FALSE,FALSE,FALSE,"GATA6",FALSE
"ANXA1",-1.18494982138077,9.6642644934482,-2.92139325874788,0.00554128195602267,0.770683955314535,-2.74225669156302,FALSE,FALSE,FALSE,"ANXA1",FALSE
"C21orf91",1.19767817405928,9.05250436718559,2.92100903484564,0.00554696731898964,0.770683955314535,-2.74279229472927,FALSE,FALSE,FALSE,"C21orf91",FALSE
"LSS",0.753942390283912,7.46391081496019,2.91722337661123,0.00560327573296673,0.770683955314535,-2.74806748821921,FALSE,FALSE,FALSE,"LSS",FALSE
"DHCR24",1.17406059095903,11.8222288740251,2.91585720110519,0.00562372716196521,0.770683955314535,-2.74997033263495,FALSE,FALSE,FALSE,"DHCR24",FALSE
"METTL17",-0.622031305284691,9.36478486414496,-2.91584641844811,0.00562388885349273,0.770683955314535,-2.74998534914423,FALSE,FALSE,FALSE,"METTL17",FALSE
"KLHL2",-1.11787008431086,8.43392070814039,-2.91449191100946,0.00564423495106145,0.770683955314535,-2.75187147823144,FALSE,FALSE,FALSE,"KLHL2",FALSE
"NUP210",-0.821941686062174,8.11445204140936,-2.91161320908512,0.00568770446726594,0.770683955314535,-2.7558784993473,FALSE,FALSE,FALSE,"NUP210",FALSE
"HOXC6",-1.75555730291535,8.77513014582833,-2.87253725445505,0.0063095224847753,0.826649766769526,-2.8100634028848,FALSE,FALSE,FALSE,"HOXC6",FALSE
"COX6A1",0.470900945150533,9.57485266891242,2.86290780882941,0.00647219868751442,0.826649766769526,-2.82335619163645,FALSE,FALSE,FALSE,"COX6A1",FALSE
"ZC3H7A",-0.680122781782494,8.27432673263676,-2.85643289008412,0.00658377022711873,0.826649766769526,-2.8322808770392,FALSE,FALSE,FALSE,"ZC3H7A",FALSE
"LITAF",-0.700043322495371,8.48524477201734,-2.85153504011577,0.0066693531575145,0.826649766769526,-2.83902457069275,FALSE,FALSE,FALSE,"LITAF",FALSE
"ATP5PO",0.4993216993838,9.2261443343245,2.84155836604921,0.0068468922733729,0.826649766769526,-2.85274174417598,FALSE,FALSE,FALSE,"ATP5PO",FALSE
"PLXNA2",-0.68651889545087,7.79517543670013,-2.84025975182991,0.00687032228015483,0.826649766769526,-2.85452532036591,FALSE,FALSE,FALSE,"PLXNA2",FALSE
"MRPS22",0.590302781632502,9.49222764578093,2.8279934883586,0.0070953411354139,0.826649766769526,-2.87135043053322,FALSE,FALSE,FALSE,"MRPS22",FALSE
"CPNE7",0.536387447016373,7.18794021644712,2.82785124086455,0.00709799032122228,0.826649766769526,-2.87154531192341,FALSE,FALSE,FALSE,"CPNE7",FALSE
"NDUFB7",0.530139078236077,6.772003425538,2.82257152210215,0.00719697124768698,0.826649766769526,-2.87877481212753,FALSE,FALSE,FALSE,"NDUFB7",FALSE
"GTF2I",-0.743740917148661,10.7722568877697,-2.82209213731876,0.00720602167179994,0.826649766769526,-2.87943086497733,FALSE,FALSE,FALSE,"GTF2I",FALSE
"FAM117A",0.751414725562037,9.12432673848809,2.81719438801244,0.00729909519946735,0.826649766769526,-2.8861300763418,FALSE,FALSE,FALSE,"FAM117A",FALSE
"GPI",0.910965402823521,11.9138567139345,2.80155817947519,0.00760375869900572,0.848157316131298,-2.9074745198364,FALSE,FALSE,FALSE,"GPI",FALSE
"KLHL25",-0.475408650489667,7.86923908562412,-2.79611513990216,0.0077125533491117,0.848157316131298,-2.91488917446259,FALSE,FALSE,FALSE,"KLHL25",FALSE
"RAB27A",-1.09982521858343,8.45084161352358,-2.77450803358666,0.00815882872505284,0.861667744406081,-2.94424351626829,FALSE,FALSE,FALSE,"RAB27A",FALSE
"HOXA4",-1.22728858514956,7.53409577378064,-2.7733831259318,0.00818270544208666,0.861667744406081,-2.94576826307674,FALSE,FALSE,FALSE,"HOXA4",FALSE
"ZBTB22",0.583370185119425,8.53830212257094,2.77009640846887,0.00825283896386319,0.861667744406081,-2.9502212231432,FALSE,FALSE,FALSE,"ZBTB22",FALSE
"CFAP410",0.39109106004776,7.20462330330171,2.76838237300845,0.00828963433601001,0.861667744406081,-2.95254227816892,FALSE,FALSE,FALSE,"CFAP410",FALSE
"TLN2",0.41729335606221,7.39939494167612,2.75835909473585,0.00850786401053469,0.862466466859627,-2.96609901205822,FALSE,FALSE,FALSE,"TLN2",FALSE
"CTSO",-0.943898900523836,9.5758333181323,-2.75626950618698,0.00855402378990767,0.862466466859627,-2.96892172561823,FALSE,FALSE,FALSE,"CTSO",FALSE
"FAM162A",0.650887746837549,9.96348663139741,2.75242538777618,0.00863954762629981,0.862466466859627,-2.97411136850836,FALSE,FALSE,FALSE,"FAM162A",FALSE
"THAP4",0.691647444960503,9.50340373429709,2.74077831483659,0.00890352419901132,0.862466466859627,-2.98980998879945,FALSE,FALSE,FALSE,"THAP4",FALSE
"RPA3",-0.966053920643533,10.0609318587787,-2.72248548652387,0.00933321395603513,0.862466466859627,-3.01438917161297,FALSE,FALSE,FALSE,"RPA3",FALSE
"CIB1",-0.650359808966673,10.1616155140044,-2.72101687603518,0.00936852846714377,0.862466466859627,-3.0163583655535,FALSE,FALSE,FALSE,"CIB1",FALSE
"GSTZ1",1.12161758551884,8.48101985595174,2.71912457606603,0.00941421301502133,0.862466466859627,-3.01889476172386,FALSE,FALSE,FALSE,"GSTZ1",FALSE
"ADAMTS1",1.9721847963821,9.43281274120357,2.71475143630177,0.00952057884055647,0.862466466859627,-3.02475251865054,FALSE,FALSE,FALSE,"ADAMTS1",FALSE
"PGM1",0.930383034911467,11.0907526871679,2.71472831718649,0.00952114409196327,0.862466466859627,-3.02478347187895,FALSE,FALSE,FALSE,"PGM1",FALSE
"TRIB1",-0.826817726168478,7.713278592277,-2.70742711122559,0.00970121266107426,0.862466466859627,-3.03455111278876,FALSE,FALSE,FALSE,"TRIB1",FALSE
"ARHGEF40",-0.682418142727504,7.03296920324654,-2.69449687012363,0.0100278378323283,0.862466466859627,-3.05181180243879,FALSE,FALSE,FALSE,"ARHGEF40",FALSE
"PPID",-0.750109672374958,9.5815366776769,-2.67744102648256,0.0104741875224277,0.862466466859627,-3.07450582885979,FALSE,FALSE,FALSE,"PPID",FALSE
"CBR4",-0.856603705530699,7.45934112015807,-2.67663637150556,0.010495690510223,0.862466466859627,-3.07557438851819,FALSE,FALSE,FALSE,"CBR4",FALSE
"LEF1",-1.20173890703542,7.55319140039541,-2.67311426779914,0.0105902917103443,0.862466466859627,-3.08024941761138,FALSE,FALSE,FALSE,"LEF1",FALSE
"VDR",-0.739643807970129,7.70207277055493,-2.67283853984122,0.0105977305990981,0.862466466859627,-3.08061524913758,FALSE,FALSE,FALSE,"VDR",FALSE
"NRIP1",1.65627706292921,9.9763731068563,2.67162917672389,0.0106304149629893,0.862466466859627,-3.08221955008149,FALSE,FALSE,FALSE,"NRIP1",FALSE
"ZNF592",-0.449854246038831,8.50143744088912,-2.66815103691854,0.0107249333538172,0.862466466859627,-3.0868311444529,FALSE,FALSE,FALSE,"ZNF592",FALSE
"DDHD2",1.14616382743499,8.67680445375627,2.66367588894345,0.0108476831103203,0.862466466859627,-3.09275942348458,FALSE,FALSE,FALSE,"DDHD2",FALSE
"TPR",-0.849343573842749,7.89212210416919,-2.66077623387489,0.0109279070300944,0.862466466859627,-3.09659748123614,FALSE,FALSE,FALSE,"TPR",FALSE
"TGS1",-0.498021652803707,7.87415323583076,-2.65930513240469,0.0109688159086897,0.862466466859627,-3.09854372058983,FALSE,FALSE,FALSE,"TGS1",FALSE
"ATG4B",0.52533986692267,9.62050603848103,2.65846844023589,0.010992145712752,0.862466466859627,-3.09965036340104,FALSE,FALSE,FALSE,"ATG4B",FALSE
"POGK",-0.663306136634389,7.45653800793151,-2.6477431387483,0.011295272199839,0.862466466859627,-3.11381772421459,FALSE,FALSE,FALSE,"POGK",FALSE
"STK25",0.62727693632133,9.173512922238,2.64612104702152,0.0113417801230343,0.862466466859627,-3.1159574195145,FALSE,FALSE,FALSE,"STK25",FALSE
"EVPL",0.566000372229882,8.28142540622972,2.64545671305289,0.011360878366894,0.862466466859627,-3.11683351401068,FALSE,FALSE,FALSE,"EVPL",FALSE
"TMEM106C",-0.732261441519531,8.47242803674913,-2.61919790952708,0.0121398501602599,0.862466466859627,-3.15135666850536,FALSE,FALSE,FALSE,"TMEM106C",FALSE
"APRT",0.775607091576248,10.026565792719,2.61801132417586,0.0121761813329355,0.862466466859627,-3.15291180295403,FALSE,FALSE,FALSE,"APRT",FALSE
"ARFGAP3",-0.733027427698207,9.57395502380407,-2.61510462031407,0.0122656012842263,0.862466466859627,-3.15671951703314,FALSE,FALSE,FALSE,"ARFGAP3",FALSE
"GCHFR",-1.23041941032615,8.58264250508059,-2.6125674819001,0.0123441439584745,0.862466466859627,-3.16004101507724,FALSE,FALSE,FALSE,"GCHFR",FALSE
"EYA3",0.306586170132435,6.79299593650001,2.60649327400057,0.0125340614287313,0.862466466859627,-3.16798512414892,FALSE,FALSE,FALSE,"EYA3",FALSE
"RAP2C",-0.716296832199781,8.78182626228669,-2.60568220058474,0.0125596223024379,0.862466466859627,-3.16904503054055,FALSE,FALSE,FALSE,"RAP2C",FALSE
"SIPA1",-0.567822783900599,8.20754565343858,-2.60127214793035,0.0126994424523953,0.862466466859627,-3.17480455070677,FALSE,FALSE,FALSE,"SIPA1",FALSE
"MCM6",-0.941570298664055,8.13968732008964,-2.60109951700345,0.0127049445875776,0.862466466859627,-3.1750298855325,FALSE,FALSE,FALSE,"MCM6",FALSE
"ACY1",0.591491929659404,8.03680712688932,2.60086665139743,0.0127123699971406,0.862466466859627,-3.17533383013662,FALSE,FALSE,FALSE,"ACY1",FALSE
"TNK1",0.494363776685835,8.8062432817728,2.60061693931353,0.0127203370095507,0.862466466859627,-3.17565974494769,FALSE,FALSE,FALSE,"TNK1",FALSE
"CLU",1.52558036564044,9.34596813509638,2.59893477345014,0.0127741254657852,0.862466466859627,-3.17785474742304,FALSE,FALSE,FALSE,"CLU",FALSE
"HAUS7",-0.808935908010313,8.13144944778415,-2.5969244635293,0.0128386797953089,0.862466466859627,-3.18047679789687,FALSE,FALSE,FALSE,"HAUS7",FALSE
"ZNF75D",-0.503286635409261,6.51518708736149,-2.58969073161595,0.0130734462370436,0.862466466859627,-3.18990150803271,FALSE,FALSE,FALSE,"ZNF75D",FALSE
"GYG1",0.839364166981618,10.7289546576015,2.58409398812296,0.0132577745395912,0.862466466859627,-3.19718236511995,FALSE,FALSE,FALSE,"GYG1",FALSE
"SMCHD1",-0.596240524338876,7.33504748714056,-2.57595268460303,0.0135301556961594,0.862466466859627,-3.20775618694477,FALSE,FALSE,FALSE,"SMCHD1",FALSE
"AMBRA1",-0.398235853854134,6.82051220493119,-2.57427657511967,0.013586864223614,0.862466466859627,-3.20993054715119,FALSE,FALSE,FALSE,"AMBRA1",FALSE
"GLYR1",-0.747059725590905,8.31969134962273,-2.5737993931848,0.0136030486237061,0.862466466859627,-3.21054941963444,FALSE,FALSE,FALSE,"GLYR1",FALSE
"MCM7",-0.897792353064752,9.88531048230169,-2.56799621788378,0.0138012883828443,0.862466466859627,-3.21807007604968,FALSE,FALSE,FALSE,"MCM7",FALSE
"METTL3",-0.824857857260586,8.68886164235248,-2.56363654980697,0.0139519503056233,0.862466466859627,-3.22371310825215,FALSE,FALSE,FALSE,"METTL3",FALSE
"ERLIN1",-0.842708962968416,9.2176575705222,-2.56157430584893,0.0140237398543393,0.862466466859627,-3.22638035077811,FALSE,FALSE,FALSE,"ERLIN1",FALSE
"RRP1",0.415875882427278,7.81457322008704,2.5595508534338,0.0140945068748307,0.862466466859627,-3.22899612832445,FALSE,FALSE,FALSE,"RRP1",FALSE
"SLC35D2",-0.497456919539961,7.52896048876088,-2.55784792052211,0.0141543168622984,0.862466466859627,-3.23119656696822,FALSE,FALSE,FALSE,"SLC35D2",FALSE
"SERP1",0.524794373841922,10.4934118040119,2.55687533741535,0.0141885795993465,0.862466466859627,-3.2324528788746,FALSE,FALSE,FALSE,"SERP1",FALSE
"MCM5",-0.750059307374975,8.65344508437038,-2.55446685364338,0.0142737533861772,0.862466466859627,-3.23556270490318,FALSE,FALSE,FALSE,"MCM5",FALSE
"SPATA20",0.788315454532182,9.76785344107212,2.55444318019245,0.0142745928879619,0.862466466859627,-3.23559326294294,FALSE,FALSE,FALSE,"SPATA20",FALSE
"GYS1",0.615851776516268,9.36478313899441,2.54188774326169,0.0147262361246167,0.862466466859627,-3.25177514025919,FALSE,FALSE,FALSE,"GYS1",FALSE
"PHTF1",-0.757172737681469,7.43770276355647,-2.54099308092191,0.0147589112474195,0.862466466859627,-3.25292631232154,FALSE,FALSE,FALSE,"PHTF1",FALSE
"FBXO38",-0.476710125506808,8.45609467222278,-2.52875016892397,0.0152127440400069,0.862466466859627,-3.26865389216974,FALSE,FALSE,FALSE,"FBXO38",FALSE
"HTATSF1",-0.613063721083191,8.7632634098153,-2.52614580500217,0.0153109111175202,0.862466466859627,-3.27199337775123,FALSE,FALSE,FALSE,"HTATSF1",FALSE
"IDS",-0.602503390445402,7.50084178386575,-2.52512062735932,0.0153497115293521,0.862466466859627,-3.27330733377923,FALSE,FALSE,FALSE,"IDS",FALSE
"NRGN",-1.11162759868695,7.77259986722169,-2.52477391736345,0.0153628538962232,0.862466466859627,-3.27375163124005,FALSE,FALSE,FALSE,"NRGN",FALSE
"PSMC3IP",-0.558156565929671,7.75687944123206,-2.52281116736831,0.0154374472683008,0.862466466859627,-3.27626610654671,FALSE,FALSE,FALSE,"PSMC3IP",FALSE
"STX3",-0.62364982336566,8.12142609926167,-2.52040394896724,0.0155293828782134,0.862466466859627,-3.27934830716076,FALSE,FALSE,FALSE,"STX3",FALSE
"FEN1",-0.964308150832985,9.67899852331714,-2.51986992912902,0.0155498454390823,0.862466466859627,-3.28003181433441,FALSE,FALSE,FALSE,"FEN1",FALSE
"ZNF787",0.410174252199489,7.13598291470036,2.5081667000207,0.0160045003327998,0.862466466859627,-3.29498812235042,FALSE,FALSE,FALSE,"ZNF787",FALSE
"PWP2",0.347174961532038,8.08969717809347,2.50792800481071,0.0160138979456176,0.862466466859627,-3.29529270768746,FALSE,FALSE,FALSE,"PWP2",FALSE
"ECSIT",0.73359882043912,8.71962969953285,2.50789526195478,0.0160151874484598,0.862466466859627,-3.29533448754445,FALSE,FALSE,FALSE,"ECSIT",FALSE
"GSPT1",-0.580092795843528,7.79594604880753,-2.50670573227271,0.0160620984866935,0.862466466859627,-3.29685209193034,FALSE,FALSE,FALSE,"GSPT1",FALSE
"ZNF219",-0.445382033332473,7.37815950110228,-2.50192426399158,0.0162519274557905,0.862466466859627,-3.30294768894867,FALSE,FALSE,FALSE,"ZNF219",FALSE
"ABHD17B",-0.42894587297404,7.49795294768306,-2.498237226637,0.0163996974536235,0.862466466859627,-3.30764301326755,FALSE,FALSE,FALSE,"ABHD17B",FALSE
"TMEM120B",0.468054354591578,7.81736965584027,2.49726066400425,0.0164390405051051,0.862466466859627,-3.30888589661068,FALSE,FALSE,FALSE,"TMEM120B",FALSE
"SLC16A5",0.778448056970081,7.86284174645216,2.48789935709908,0.016820559145448,0.862466466859627,-3.32078442537846,FALSE,FALSE,FALSE,"SLC16A5",FALSE
"DENND3",-0.729219975172685,7.51512767738712,-2.48761359645165,0.016832330815839,0.862466466859627,-3.32114718781077,FALSE,FALSE,FALSE,"DENND3",FALSE
"CDC45",-0.847871207079919,7.7671581927014,-2.48623546810361,0.0168892068212635,0.862466466859627,-3.3228962960796,FALSE,FALSE,FALSE,"CDC45",FALSE
"ZNF510",-0.496428529392532,7.9931264239079,-2.48357802595619,0.016999373907103,0.862466466859627,-3.3262673474384,FALSE,FALSE,FALSE,"ZNF510",FALSE
"ANKRD10",-0.530573904140283,6.74551889660044,-2.47988206036729,0.0171536793554256,0.862466466859627,-3.33095196075625,FALSE,FALSE,FALSE,"ANKRD10",FALSE
"FURIN",-0.457886334475464,8.69959946682724,-2.47725102087281,0.0172642982530836,0.862466466859627,-3.33428406116788,FALSE,FALSE,FALSE,"FURIN",FALSE
"FYN",-1.2037358643204,8.47093912022407,-2.47503398384619,0.0173580132693296,0.862466466859627,-3.33709008223836,FALSE,FALSE,FALSE,"FYN",FALSE
"DDX46",-0.420330783425079,9.22237747871508,-2.470106000238,0.0175679770126691,0.862466466859627,-3.34332146254119,FALSE,FALSE,FALSE,"DDX46",FALSE
"PLCD1",0.517134816200606,9.44703185203888,2.46954158651853,0.0175921711719005,0.862466466859627,-3.34403464738091,FALSE,FALSE,FALSE,"PLCD1",FALSE
"HDLBP",0.385933613046986,8.70889400872918,2.46769807082608,0.0176714060968834,0.862466466859627,-3.34636335528751,FALSE,FALSE,FALSE,"HDLBP",FALSE
"SDC1",-1.6902413230133,9.40662207322416,-2.46716976810817,0.0176941723344966,0.862466466859627,-3.34703049469248,FALSE,FALSE,FALSE,"SDC1",FALSE
"LIMS1",-0.6517348515957,7.56399311581799,-2.46496114715599,0.0177896372076143,0.862466466859627,-3.34981853874074,FALSE,FALSE,FALSE,"LIMS1",FALSE
"COL4A5",0.834528745837383,7.11161662652036,2.46239379074861,0.0179011949508473,0.862466466859627,-3.35305740638663,FALSE,FALSE,FALSE,"COL4A5",FALSE
"INHBB",-1.68132819509167,9.11906214889095,-2.46050313350434,0.0179837537019609,0.862466466859627,-3.35544118569569,FALSE,FALSE,FALSE,"INHBB",FALSE
"PLAGL2",-0.632511583665953,8.3943516073882,-2.45774360111263,0.0181048730901005,0.862466466859627,-3.35891833627053,FALSE,FALSE,FALSE,"PLAGL2",FALSE
"EXD2",0.409952528528741,7.78895660777465,2.45623492611093,0.0181714029551758,0.862466466859627,-3.36081827601668,FALSE,FALSE,FALSE,"EXD2",FALSE
"SETD3",0.482285860760343,8.40477354986045,2.45435118208414,0.0182547837293575,0.862466466859627,-3.36318949618282,FALSE,FALSE,FALSE,"SETD3",FALSE
"MXI1",0.911754887250983,10.6539165261644,2.44933882781153,0.0184783385433809,0.862466466859627,-3.36949320627158,FALSE,FALSE,FALSE,"MXI1",FALSE
"THOC7",0.55765734366204,9.90565721802535,2.44884127465107,0.018500664564143,0.862466466859627,-3.37011849019793,FALSE,FALSE,FALSE,"THOC7",FALSE
"PELI2",0.732716698414997,7.20091819278361,2.44841664787044,0.018519737581821,0.862466466859627,-3.37065206102016,FALSE,FALSE,FALSE,"PELI2",FALSE
"FAM90A1",0.569062931933629,7.48741037749145,2.44765081295486,0.0185541817257071,0.862466466859627,-3.37161422987874,FALSE,FALSE,FALSE,"FAM90A1",FALSE
"DGKZ",-0.454720325924461,8.17012166596143,-2.4456127963553,0.0186461262771921,0.862466466859627,-3.37417377177558,FALSE,FALSE,FALSE,"DGKZ",FALSE
"RFK",-0.909510736525532,9.79781646842472,-2.44391003847044,0.0187232619009155,0.862466466859627,-3.37631120003595,FALSE,FALSE,FALSE,"RFK",FALSE
"ADGRG1",-1.08304248944058,9.76759719532203,-2.44341671988312,0.0187456633527257,0.862466466859627,-3.37693026930393,FALSE,FALSE,FALSE,"ADGRG1",FALSE
"TMEM176A",-1.31372435935451,9.7854232728394,-2.44281612144138,0.01877296910802,0.862466466859627,-3.37768385512594,FALSE,FALSE,FALSE,"TMEM176A",FALSE
"NPRL3",0.396709296611496,7.83990477397924,2.43732399020444,0.0190243399823803,0.862466466859627,-3.38456937236629,FALSE,FALSE,FALSE,"NPRL3",FALSE
