"","logFC","AveExpr","t","P.Value","adj.P.Val","B","signif_logFC1","signif_logFC2","signif_logFC3","Gene.Symbol","signif"
"KIZ",-0.317009391509008,7.37189167043949,-1.26798667256223,0.211651807411899,0.895409611878499,-4.57379433397284,FALSE,FALSE,FALSE,"KIZ",FALSE
"B4GALT1",0.24188077872578,6.59232131134202,1.26797275451331,0.21165673066156,0.895409611878499,-4.57380468284144,FALSE,FALSE,FALSE,"B4GALT1",FALSE
"ANAPC1",-0.272729834679573,8.67678221849679,-1.26775669648259,0.211733168142777,0.895409611878499,-4.57396532130669,FALSE,FALSE,FALSE,"ANAPC1",FALSE
"CEP350",-0.366711424047851,8.39595838193477,-1.2674860504056,0.211828947042511,0.895409611878499,-4.5741665111154,FALSE,FALSE,FALSE,"CEP350",FALSE
"SLC25A15",0.286049791547187,7.28981997482826,1.26653208470404,0.21216680432718,0.895409611878499,-4.57487535155286,FALSE,FALSE,FALSE,"SLC25A15",FALSE
"IFI6",1.14263928388359,9.48553308905512,1.2660918328676,0.212322860143871,0.895409611878499,-4.57520231721434,FALSE,FALSE,FALSE,"IFI6",FALSE
"DAP",-0.405951467774163,10.6592578716486,-1.26517628542051,0.212647668583914,0.895409611878499,-4.57588194768761,FALSE,FALSE,FALSE,"DAP",FALSE
"TUBA4A",-0.686748148221954,10.0298248161846,-1.26504634983913,0.212693795871465,0.895409611878499,-4.57597836584852,FALSE,FALSE,FALSE,"TUBA4A",FALSE
"HAP1",0.151957961968393,6.86637486045609,1.26497962213852,0.212717487192469,0.895409611878499,-4.57602787740387,FALSE,FALSE,FALSE,"HAP1",FALSE
"HARS2",-0.361493497389912,9.2090894219709,-1.26462677470532,0.212842796627105,0.895409611878499,-4.57628964906778,FALSE,FALSE,FALSE,"HARS2",FALSE
"KLK6",-1.03908724313375,10.440057765469,-1.26389801613243,0.213101780954567,0.895409611878499,-4.57683009518313,FALSE,FALSE,FALSE,"KLK6",FALSE
"GNAI2",0.239604125886749,9.60902562088129,1.26387219439532,0.213110961734842,0.895409611878499,-4.57684923940232,FALSE,FALSE,FALSE,"GNAI2",FALSE
"DPF1",0.238947685141631,7.54493242042526,1.26348499310364,0.213248664530886,0.895409611878499,-4.57713626802245,FALSE,FALSE,FALSE,"DPF1",FALSE
"RIOX2",0.338952729092599,8.29226442463588,1.26335699327683,0.213294200522958,0.895409611878499,-4.57723113568303,FALSE,FALSE,FALSE,"RIOX2",FALSE
"TBCD",0.210410934013171,7.29948551215741,1.26264007006626,0.213549380576702,0.895409611878499,-4.5777623268778,FALSE,FALSE,FALSE,"TBCD",FALSE
"MFSD10",0.599750399688764,9.51885368735619,1.26257263968203,0.213573393327512,0.895409611878499,-4.57781227424429,FALSE,FALSE,FALSE,"MFSD10",FALSE
"BTG2",0.490081472095405,9.16370403696092,1.26202655487997,0.213767934851227,0.895409611878499,-4.57821668450183,FALSE,FALSE,FALSE,"BTG2",FALSE
"FARSA",0.338022072516959,9.38284741981608,1.26202258066905,0.213769351140208,0.895409611878499,-4.57821962707919,FALSE,FALSE,FALSE,"FARSA",FALSE
"ZC3H3",-0.225874907663539,6.60345198553326,-1.26158758935459,0.213924411302498,0.895409611878499,-4.57854165211415,FALSE,FALSE,FALSE,"ZC3H3",FALSE
"UNC50",-0.379522147998912,10.2818329875284,-1.26148548047968,0.213960821943597,0.895409611878499,-4.5786172290728,FALSE,FALSE,FALSE,"UNC50",FALSE
"CAPRIN2",0.257362595744363,8.2625294420876,1.26145188346587,0.213972803195303,0.895409611878499,-4.5786420950534,FALSE,FALSE,FALSE,"CAPRIN2",FALSE
"VAMP2",0.307554962320947,8.35971379212844,1.26144402932233,0.213975604185258,0.895409611878499,-4.57864790801333,FALSE,FALSE,FALSE,"VAMP2",FALSE
"NR1H3",-0.397384738827055,8.2370897506409,-1.26090459918244,0.214168044399234,0.895409611878499,-4.57904706980783,FALSE,FALSE,FALSE,"NR1H3",FALSE
"SNX7",-0.788879498365767,9.64964631483239,-1.26086040314787,0.214183816938404,0.895409611878499,-4.57907976671509,FALSE,FALSE,FALSE,"SNX7",FALSE
"PREP",-0.351237918936113,8.00968363290486,-1.26015818198345,0.214434539753841,0.895409611878499,-4.57959914243912,FALSE,FALSE,FALSE,"PREP",FALSE
"ICAM3",0.49232296376444,8.25729987159864,1.26010952118845,0.214451921840531,0.895409611878499,-4.57963512321817,FALSE,FALSE,FALSE,"ICAM3",FALSE
"B3GNT3",-0.474571477047289,8.21607036837736,-1.26009173802186,0.214458274414769,0.895409611878499,-4.57964827214049,FALSE,FALSE,FALSE,"B3GNT3",FALSE
"ALDH1B1",0.30232249899031,7.55544626724905,1.25977619264405,0.214571018163615,0.895409611878499,-4.57988155950213,FALSE,FALSE,FALSE,"ALDH1B1",FALSE
"RPP14",0.436780064961164,8.2330777023805,1.25968544522905,0.214603450227752,0.895409611878499,-4.57994864067617,FALSE,FALSE,FALSE,"RPP14",FALSE
"RMDN1",-0.479011917126347,7.88576550077493,-1.25935461651802,0.21472171552014,0.895409611878499,-4.58019315494358,FALSE,FALSE,FALSE,"RMDN1",FALSE
"TIAL1",-0.29763289314089,8.22581539463091,-1.25902639885709,0.21483909546795,0.895409611878499,-4.58043568229546,FALSE,FALSE,FALSE,"TIAL1",FALSE
"EFNA3",0.349505764791814,7.97243143193986,1.25883665394202,0.214906975471651,0.895409611878499,-4.58057586310184,FALSE,FALSE,FALSE,"EFNA3",FALSE
"PARP2",-0.433107439762757,9.41932245693523,-1.25877518357106,0.214928969526967,0.895409611878499,-4.58062127244856,FALSE,FALSE,FALSE,"PARP2",FALSE
"SPDEF",0.304468771321676,8.20069642370312,1.25732439743903,0.215448547478986,0.895409611878499,-4.58169241682349,FALSE,FALSE,FALSE,"SPDEF",FALSE
"CYP20A1",-0.453633323268226,7.79353312795464,-1.25591088359125,0.215955677343325,0.895409611878499,-4.58273497306746,FALSE,FALSE,FALSE,"CYP20A1",FALSE
"SMAD1",-0.364317726282002,8.06237531452615,-1.25582458999139,0.215986665909998,0.895409611878499,-4.58279858588945,FALSE,FALSE,FALSE,"SMAD1",FALSE
"TMEM41B",-0.365039683102871,9.51129699268973,-1.25564983544157,0.216049431505809,0.895409611878499,-4.58292739718051,FALSE,FALSE,FALSE,"TMEM41B",FALSE
"TXN",0.3440217793742,9.51460976176022,1.25514706903393,0.216230083076907,0.895409611878499,-4.58329789547071,FALSE,FALSE,FALSE,"TXN",FALSE
"AQP7",0.213680477759897,7.78236103022259,1.25484251511735,0.216339568643717,0.895409611878499,-4.5835222621735,FALSE,FALSE,FALSE,"AQP7",FALSE
"PUF60",-0.468154704804701,11.7253072821527,-1.25466186846327,0.21640452970417,0.895409611878499,-4.58365532248811,FALSE,FALSE,FALSE,"PUF60",FALSE
"COPS6",-0.375147517436736,10.1601218416699,-1.25457070688527,0.21643731718991,0.895409611878499,-4.58372246353419,FALSE,FALSE,FALSE,"COPS6",FALSE
"TCF4",-0.526494708793429,9.00451017284038,-1.25448169810908,0.216469333963085,0.895409611878499,-4.58378801479069,FALSE,FALSE,FALSE,"TCF4",FALSE
"PLPP1",0.474642419180675,9.35537947527428,1.25385470931744,0.216694964052128,0.895409611878499,-4.58424964727235,FALSE,FALSE,FALSE,"PLPP1",FALSE
"PLEC",-0.640863536293317,8.67734616874614,-1.25364930352049,0.216768920094749,0.895409611878499,-4.58440083602342,FALSE,FALSE,FALSE,"PLEC",FALSE
"ARHGEF16",-0.257739796041289,8.06663330682703,-1.25332844214114,0.2168844833672,0.895409611878499,-4.5846369611146,FALSE,FALSE,FALSE,"ARHGEF16",FALSE
"SNRPF",0.406580541805213,10.6891192631492,1.25299192366718,0.21700573508671,0.895409611878499,-4.58488454993536,FALSE,FALSE,FALSE,"SNRPF",FALSE
"DZIP1",0.705363591806374,7.1842273240871,1.25289190056019,0.217041784366399,0.895409611878499,-4.58495812901129,FALSE,FALSE,FALSE,"DZIP1",FALSE
"TRA2B",-0.256252770112358,8.72732834414652,-1.25263168000869,0.217135591224958,0.895409611878499,-4.58514952787106,FALSE,FALSE,FALSE,"TRA2B",FALSE
"SH3D21",0.334632395922841,7.37093918844182,1.2524709755876,0.217193538611289,0.895409611878499,-4.58526771219032,FALSE,FALSE,FALSE,"SH3D21",FALSE
"WSB2",0.483521414303552,10.6674447073087,1.25198875883066,0.217367487209686,0.895409611878499,-4.58562225927919,FALSE,FALSE,FALSE,"WSB2",FALSE
"SLC27A3",0.509961489119048,9.37614053876355,1.25193108548479,0.217388298484968,0.895409611878499,-4.58566465504004,FALSE,FALSE,FALSE,"SLC27A3",FALSE
"BATF3",0.190872807283681,7.60707775385546,1.25187347146877,0.217409089832431,0.895409611878499,-4.58570700543087,FALSE,FALSE,FALSE,"BATF3",FALSE
"URM1",0.232026817439461,7.79702977272249,1.25121884377595,0.217645431332298,0.895409611878499,-4.586188079935,FALSE,FALSE,FALSE,"URM1",FALSE
"DBP",0.263164442909866,7.6217222573316,1.25095212906196,0.217741778675206,0.895409611878499,-4.58638401894316,FALSE,FALSE,FALSE,"DBP",FALSE
"CHD3",0.354404202148929,9.41693988214782,1.250685408621,0.217838159830206,0.895409611878499,-4.58657992452315,FALSE,FALSE,FALSE,"CHD3",FALSE
"PSMA2",-0.275129053328324,8.8088732289502,-1.25046960706834,0.217916164350666,0.895409611878499,-4.58673840274519,FALSE,FALSE,FALSE,"PSMA2",FALSE
"CUL3",-0.286593316458592,7.67686421190399,-1.25045325516242,0.217922075825234,0.895409611878499,-4.58675041009279,FALSE,FALSE,FALSE,"CUL3",FALSE
"FHIT",0.517969027094304,8.02801116265714,1.25041700689402,0.217935180577397,0.895409611878499,-4.58677702700904,FALSE,FALSE,FALSE,"FHIT",FALSE
"LY6G6D",0.175488746618808,6.54496177325223,1.2502480761241,0.217996261461068,0.895409611878499,-4.58690106283094,FALSE,FALSE,FALSE,"LY6G6D",FALSE
"KCNE2",0.215321005396533,6.94430544927458,1.25004507419885,0.218069678421611,0.895409611878499,-4.58705009510111,FALSE,FALSE,FALSE,"KCNE2",FALSE
"CDK13",-0.144554457495839,7.35566698835773,-1.2500435282924,0.218070237579265,0.895409611878499,-4.58705122993253,FALSE,FALSE,FALSE,"CDK13",FALSE
"MAN2A2",-0.285331004906656,8.58646345226765,-1.24894102440033,0.218469287325274,0.895554363419696,-4.58786024276438,FALSE,FALSE,FALSE,"MAN2A2",FALSE
"COG2",-0.248361115095609,7.17659970139214,-1.24853789370932,0.218615335453757,0.895554363419696,-4.58815589778468,FALSE,FALSE,FALSE,"COG2",FALSE
"RFTN1",0.298676792251633,7.95650638578036,1.2479013479502,0.218846094150677,0.895554363419696,-4.58862256365155,FALSE,FALSE,FALSE,"RFTN1",FALSE
"PPIB",0.276288265302936,11.9948792675719,1.24786511446439,0.218859234853733,0.895554363419696,-4.5886491207738,FALSE,FALSE,FALSE,"PPIB",FALSE
"SLC39A6",-0.382928841835158,9.5028484640161,-1.2472788197725,0.219071946369804,0.895554363419696,-4.58907874542638,FALSE,FALSE,FALSE,"SLC39A6",FALSE
"DLEC1",0.252846831183844,7.4729081733627,1.24723013707099,0.219089615678184,0.895554363419696,-4.58911441092143,FALSE,FALSE,FALSE,"DLEC1",FALSE
"CAV1",0.728388967895131,9.55848750295114,1.24709497879287,0.219138676712181,0.895554363419696,-4.58921342281834,FALSE,FALSE,FALSE,"CAV1",FALSE
"CMTR1",-0.390529884531811,9.28569300991073,-1.24673447675,0.219269575106685,0.895554363419696,-4.58947746581231,FALSE,FALSE,FALSE,"CMTR1",FALSE
"TRAF3IP2",-0.243735843797051,6.73385051369298,-1.24597495818943,0.219545546708533,0.895554363419696,-4.59003353574315,FALSE,FALSE,FALSE,"TRAF3IP2",FALSE
"SLC25A38",0.493796581432252,10.0809324038344,1.24588576267511,0.21957797289005,0.895554363419696,-4.59009881883034,FALSE,FALSE,FALSE,"SLC25A38",FALSE
"FGFR3",-0.710940480254788,6.80236058421846,-1.24555082417678,0.219699768371939,0.895554363419696,-4.59034392603453,FALSE,FALSE,FALSE,"FGFR3",FALSE
"SCPEP1",0.2841602147152,7.52388070442819,1.24485182770157,0.219954109886123,0.895554363419696,-4.59085525857209,FALSE,FALSE,FALSE,"SCPEP1",FALSE
"ZNF544",0.210238203101941,7.86296588617158,1.2445771694666,0.220054108698649,0.895554363419696,-4.59105610675616,FALSE,FALSE,FALSE,"ZNF544",FALSE
"NCAPG2",-0.522787573595431,8.83057153552378,-1.24442970279939,0.220107812961056,0.895554363419696,-4.59116392759976,FALSE,FALSE,FALSE,"NCAPG2",FALSE
"CLCN6",0.312517492565398,8.32154633821027,1.2443077553312,0.22015223102059,0.895554363419696,-4.59125308127416,FALSE,FALSE,FALSE,"CLCN6",FALSE
"RACGAP1",-0.620523706137567,9.75147928083761,-1.24409760116165,0.22022879304851,0.895554363419696,-4.5914067028425,FALSE,FALSE,FALSE,"RACGAP1",FALSE
"VAT1",0.336284813220056,10.7267590983437,1.24337097794052,0.220493664175917,0.895554363419696,-4.59193768014129,FALSE,FALSE,FALSE,"VAT1",FALSE
"ZNF322",-0.348304280628032,8.86825949162939,-1.24332841039772,0.220509188370288,0.895554363419696,-4.59196877754274,FALSE,FALSE,FALSE,"ZNF322",FALSE
"DNAJC15",0.627912263494021,8.06016092123311,1.2427367158908,0.220725060784968,0.895554363419696,-4.59240093609457,FALSE,FALSE,FALSE,"DNAJC15",FALSE
"ZGPAT",0.366425635216375,8.48646573175418,1.24272186169381,0.220730482172818,0.895554363419696,-4.59241178283254,FALSE,FALSE,FALSE,"ZGPAT",FALSE
"PRPF40A",-0.30680877751035,9.31215979700627,-1.24219969750815,0.220921121066131,0.895554363419696,-4.59279299993825,FALSE,FALSE,FALSE,"PRPF40A",FALSE
"GOLGA5",0.369800756234648,10.0637960818813,1.2413782030134,0.221221290918941,0.895554363419696,-4.59339245689952,FALSE,FALSE,FALSE,"GOLGA5",FALSE
"TRAIP",0.294598372090694,7.14472931220257,1.24069288983804,0.221471932274135,0.895554363419696,-4.59389226649033,FALSE,FALSE,FALSE,"TRAIP",FALSE
"SIPA1L1",0.312480431229313,7.66963284206022,1.24050068945275,0.221542264029995,0.895554363419696,-4.5940323965042,FALSE,FALSE,FALSE,"SIPA1L1",FALSE
"MTREX",-0.267912073756246,7.81400009616439,-1.24047630380615,0.221551188637321,0.895554363419696,-4.59405017426139,FALSE,FALSE,FALSE,"MTREX",FALSE
"CIAO3",0.265582680975469,8.10682832592871,1.24046236784955,0.221556289008973,0.895554363419696,-4.5940603337869,FALSE,FALSE,FALSE,"CIAO3",FALSE
"TMEM30B",0.320927738548006,7.7969071606748,1.23924720618688,0.222001356725278,0.895554363419696,-4.5949458090783,FALSE,FALSE,FALSE,"TMEM30B",FALSE
"CILP",0.665903021808179,9.14422393027406,1.23899388842342,0.22209422088418,0.895554363419696,-4.59513030034161,FALSE,FALSE,FALSE,"CILP",FALSE
"CD40LG",0.170682532628098,7.63451755353757,1.23870870491276,0.222198801219052,0.895554363419696,-4.59533795867671,FALSE,FALSE,FALSE,"CD40LG",FALSE
"FAAP100",0.239267300898167,7.73770694565405,1.23792158547171,0.222487637132263,0.895554363419696,-4.59591088115948,FALSE,FALSE,FALSE,"FAAP100",FALSE
"CDX1",0.198638322091106,7.98661775017375,1.23769695779022,0.222570115974175,0.895554363419696,-4.5960743211307,FALSE,FALSE,FALSE,"CDX1",FALSE
"OSMR",-0.634157514301731,8.60406696329395,-1.23751666755033,0.222636331376046,0.895554363419696,-4.59620548163331,FALSE,FALSE,FALSE,"OSMR",FALSE
"ATP2A2",0.270326745573527,9.15773936890266,1.23705090685608,0.222807459409684,0.895554363419696,-4.59654424100368,FALSE,FALSE,FALSE,"ATP2A2",FALSE
"IFRD1",-0.454515384279391,7.88421944519793,-1.23692299580077,0.222854473060977,0.895554363419696,-4.59663725374883,FALSE,FALSE,FALSE,"IFRD1",FALSE
"OSGEP",-0.366297232497742,8.52801100109475,-1.23611219419174,0.223152653807184,0.895554363419696,-4.59722664017608,FALSE,FALSE,FALSE,"OSGEP",FALSE
"TMEM222",0.255547880080423,9.66220437774918,1.23473387541386,0.223660222966493,0.895554363419696,-4.59822776402675,FALSE,FALSE,FALSE,"TMEM222",FALSE
"TSPAN32",0.189556635585276,6.9894910607772,1.23388171400472,0.223974460765654,0.895554363419696,-4.59884621555442,FALSE,FALSE,FALSE,"TSPAN32",FALSE
"SLC35F2",-0.434455500064256,9.665301278082,-1.23376968604021,0.224015795802701,0.895554363419696,-4.59892749055099,FALSE,FALSE,FALSE,"SLC35F2",FALSE
"RPE",-0.302612278956468,7.79900556826521,-1.23352221278283,0.224107126198324,0.895554363419696,-4.59910700591152,FALSE,FALSE,FALSE,"RPE",FALSE
"HLA-DQB1",-0.706733613100937,9.58739307281058,-1.2332498018356,0.224207691749116,0.895554363419696,-4.59930457327258,FALSE,FALSE,FALSE,"HLA-DQB1",FALSE
"RETSAT",0.47098952034264,8.1384386089399,1.23249642936703,0.224485987055144,0.895554363419696,-4.5998507549824,FALSE,FALSE,FALSE,"RETSAT",FALSE
"POLR1D",0.346246430829655,9.75549141832905,1.23170285619968,0.224779408787833,0.895554363419696,-4.60042575526837,FALSE,FALSE,FALSE,"POLR1D",FALSE
"GORASP1",0.203973813377018,7.4154019332096,1.23161302208496,0.224812642598525,0.895554363419696,-4.60049082539184,FALSE,FALSE,FALSE,"GORASP1",FALSE
"CLN6",0.191567774758357,6.96833379907542,1.23145016072455,0.224872901845534,0.895554363419696,-4.60060878087248,FALSE,FALSE,FALSE,"CLN6",FALSE
"SIPA1L3",0.20315771821261,7.27414742935484,1.23033876396272,0.225284441318832,0.895554363419696,-4.60141335494831,FALSE,FALSE,FALSE,"SIPA1L3",FALSE
"PRSS3",0.590771014072901,7.9796372751613,1.2302385831924,0.225321564631826,0.895554363419696,-4.60148584660079,FALSE,FALSE,FALSE,"PRSS3",FALSE
"EIF2B4",0.310341232965363,9.47098781008472,1.23009665133018,0.225374167108268,0.895554363419696,-4.60158854055976,FALSE,FALSE,FALSE,"EIF2B4",FALSE
"RASAL1",0.302732972405005,7.70873441858791,1.230004813071,0.22540820884066,0.895554363419696,-4.60165498388033,FALSE,FALSE,FALSE,"RASAL1",FALSE
"UPK1B",-1.10369114925944,8.48334779228536,-1.22915627798895,0.225722915581917,0.895554363419696,-4.60226867149295,FALSE,FALSE,FALSE,"UPK1B",FALSE
"VRK3",0.165086791888308,7.88623967134102,1.22907205860347,0.225754168777639,0.895554363419696,-4.60232956074568,FALSE,FALSE,FALSE,"VRK3",FALSE
"EIF2S1",0.255716029517353,9.23148027649079,1.22854986730424,0.225948021527187,0.895554363419696,-4.60270701238247,FALSE,FALSE,FALSE,"EIF2S1",FALSE
"LYPLA2",0.291611457194607,9.41492014380152,1.22831983364764,0.226033455793958,0.895554363419696,-4.60287323986724,FALSE,FALSE,FALSE,"LYPLA2",FALSE
"C12orf43",0.427036977822243,8.46347829695359,1.22822403099495,0.226069043841468,0.895554363419696,-4.60294246071141,FALSE,FALSE,FALSE,"C12orf43",FALSE
"GPD1L",0.451063921460991,9.38899594222397,1.2280883030852,0.226119470109742,0.895554363419696,-4.60304052062273,FALSE,FALSE,FALSE,"GPD1L",FALSE
"MFAP4",0.662766295035997,7.9087062216162,1.22774412150807,0.226247379314548,0.895554363419696,-4.60328913898698,FALSE,FALSE,FALSE,"MFAP4",FALSE
"PPRC1",-0.391759997692739,8.80963975367203,-1.22696926852858,0.226535535793772,0.895554363419696,-4.60384862064863,FALSE,FALSE,FALSE,"PPRC1",FALSE
"PAQR6",0.274031490225061,7.85079762204942,1.22692834585529,0.226550761869101,0.895554363419696,-4.60387815993298,FALSE,FALSE,FALSE,"PAQR6",FALSE
"SNTA1",0.264667839719032,7.60570263881614,1.22644864618178,0.226729299808008,0.895554363419696,-4.60422435592353,FALSE,FALSE,FALSE,"SNTA1",FALSE
"LILRA4",0.365341221077581,7.78817582321573,1.22610509951051,0.226857227215025,0.895554363419696,-4.60447221595233,FALSE,FALSE,FALSE,"LILRA4",FALSE
"CPTP",0.386721769827399,8.39227516904271,1.2258418894319,0.226955275518017,0.895554363419696,-4.60466207270434,FALSE,FALSE,FALSE,"CPTP",FALSE
"SEMA4C",-0.31596492843007,9.99111309571011,-1.22578827394459,0.226975251641129,0.895554363419696,-4.60470074171084,FALSE,FALSE,FALSE,"SEMA4C",FALSE
"ATP13A2",0.310756581117619,7.82304700990963,1.22577133511925,0.226981562998981,0.895554363419696,-4.60471295815287,FALSE,FALSE,FALSE,"ATP13A2",FALSE
"FRMD8",-0.215800324601057,8.48623329122981,-1.2257129941975,0.227003301651063,0.895554363419696,-4.60475503301178,FALSE,FALSE,FALSE,"FRMD8",FALSE
"HMGXB3",-0.191261723189642,9.29548924133304,-1.22550507077099,0.227080789358763,0.895554363419696,-4.60490497046288,FALSE,FALSE,FALSE,"HMGXB3",FALSE
"SFXN3",-0.253186686884388,7.7740842313162,-1.22547263098788,0.227092880591305,0.895554363419696,-4.60492836131847,FALSE,FALSE,FALSE,"SFXN3",FALSE
"CHST3",0.32740528609378,7.93190044372413,1.22546293046655,0.227096496344625,0.895554363419696,-4.6049353558154,FALSE,FALSE,FALSE,"CHST3",FALSE
"SARS2",0.55363631740223,8.31087378765605,1.22537128356895,0.227130658727078,0.895554363419696,-4.60500143473411,FALSE,FALSE,FALSE,"SARS2",FALSE
"SLC5A3",0.515872502501533,8.55938064504795,1.22509767251904,0.227232672803694,0.895554363419696,-4.605198686192,FALSE,FALSE,FALSE,"SLC5A3",FALSE
"IPO4",0.398356531031198,9.5529799803381,1.22472803635587,0.227370542909564,0.895554363419696,-4.6054651006993,FALSE,FALSE,FALSE,"IPO4",FALSE
"WDFY3",-0.250668215454206,7.91103636625721,-1.22441194926035,0.227488488777825,0.895554363419696,-4.60569286211902,FALSE,FALSE,FALSE,"WDFY3",FALSE
"FBXO31",0.231862254932944,7.99213170764019,1.22435155627904,0.22751102916697,0.895554363419696,-4.60573637315708,FALSE,FALSE,FALSE,"FBXO31",FALSE
"TRIM27",-0.355040998262887,9.9290857336749,-1.22429870333297,0.227530756751361,0.895554363419696,-4.60577445026886,FALSE,FALSE,FALSE,"TRIM27",FALSE
"NUP107",-0.468088435084369,10.1178334474336,-1.22393115796173,0.227667979517149,0.895554363419696,-4.60603920167195,FALSE,FALSE,FALSE,"NUP107",FALSE
"TRIM25",0.227725313184456,9.02075084435119,1.22327158380939,0.227914384077345,0.895554363419696,-4.60651412773082,FALSE,FALSE,FALSE,"TRIM25",FALSE
"TOM1L2",0.164810955134538,7.96441725683928,1.22322278688085,0.227932621508896,0.895554363419696,-4.60654925473056,FALSE,FALSE,FALSE,"TOM1L2",FALSE
"TIMM50",0.362609900739155,8.13461859006561,1.22302276384916,0.228007389643166,0.895554363419696,-4.60669323022972,FALSE,FALSE,FALSE,"TIMM50",FALSE
"ASH1L",-0.268754426625664,8.63442478505024,-1.22282975921918,0.22807955146299,0.895554363419696,-4.60683213371686,FALSE,FALSE,FALSE,"ASH1L",FALSE
"USP34",-0.269571364283507,7.91502109165112,-1.22257605445488,0.228174433863256,0.895554363419696,-4.60701469229124,FALSE,FALSE,FALSE,"USP34",FALSE
"EMD",0.416234893361064,8.52793277066035,1.22256995402154,0.228176715707155,0.895554363419696,-4.60701908156357,FALSE,FALSE,FALSE,"EMD",FALSE
"HEATR6",0.332392516516608,7.65324837940542,1.22231332879692,0.228272720641459,0.895554363419696,-4.60720370589617,FALSE,FALSE,FALSE,"HEATR6",FALSE
"PER1",0.233846484728938,7.57881633614361,1.22194704242198,0.228409802020688,0.895554363419696,-4.60746716315853,FALSE,FALSE,FALSE,"PER1",FALSE
"ZFPM2",0.894138622885498,8.33066451178175,1.22185220877819,0.228445303065726,0.895554363419696,-4.60753536210492,FALSE,FALSE,FALSE,"ZFPM2",FALSE
"AXL",-0.403138434202316,8.18540874512695,-1.22124518026703,0.228672641007363,0.895554363419696,-4.60797178886346,FALSE,FALSE,FALSE,"AXL",FALSE
"NRSN2",0.302095389008453,8.89079132727895,1.22096711150091,0.228776836077654,0.895554363419696,-4.60817164247637,FALSE,FALSE,FALSE,"NRSN2",FALSE
"ATP1B3",0.248152516698588,7.75307358875608,1.22073218810673,0.228864891424796,0.895554363419696,-4.60834045452807,FALSE,FALSE,FALSE,"ATP1B3",FALSE
"KNTC1",-0.484089176012406,7.82119956347704,-1.21938293168989,0.229371111280363,0.895554363419696,-4.60930943810878,FALSE,FALSE,FALSE,"KNTC1",FALSE
"PSMC1",0.267889095183593,11.5567428295888,1.21914272593367,0.229461319146233,0.895554363419696,-4.6094818427849,FALSE,FALSE,FALSE,"PSMC1",FALSE
"PMVK",0.440062239729037,9.81821997059962,1.21903240153798,0.22950275958413,0.895554363419696,-4.6095610164296,FALSE,FALSE,FALSE,"PMVK",FALSE
"MPZL2",0.512582102710918,8.74182161052629,1.21901751959374,0.229508350014361,0.895554363419696,-4.60957169587137,FALSE,FALSE,FALSE,"MPZL2",FALSE
"ANXA8",0.386255952777275,7.77866246885505,1.21884945877185,0.229571489339553,0.895554363419696,-4.60969228991082,FALSE,FALSE,FALSE,"ANXA8",FALSE
"SAP30BP",0.255811794796072,8.3568783583876,1.21879692070071,0.229591230165724,0.895554363419696,-4.60972998613789,FALSE,FALSE,FALSE,"SAP30BP",FALSE
"PDHA1",0.550212645897852,10.3285497328491,1.21866613569727,0.229640377179431,0.895554363419696,-4.60982381838608,FALSE,FALSE,FALSE,"PDHA1",FALSE
"PCID2",-0.432731535946269,9.19593822782571,-1.21852335444713,0.229694041046784,0.895554363419696,-4.60992624697694,FALSE,FALSE,FALSE,"PCID2",FALSE
"SNW1",0.288942536209055,10.0925213410672,1.21829831738705,0.229778639240678,0.895554363419696,-4.61008766227216,FALSE,FALSE,FALSE,"SNW1",FALSE
"CCNJ",-0.398238325995373,6.44734680209494,-1.21795507602561,0.229907718170005,0.895554363419696,-4.61033381150925,FALSE,FALSE,FALSE,"CCNJ",FALSE
"SPINT2",0.446895839970295,12.3225749434043,1.21776016614287,0.229981039507284,0.895554363419696,-4.61047355957925,FALSE,FALSE,FALSE,"SPINT2",FALSE
"OBP2A",-0.33081894465026,7.56310741022526,-1.21691986685698,0.230297341002642,0.895554363419696,-4.61107581217893,FALSE,FALSE,FALSE,"OBP2A",FALSE
"HLA-DPB1",-0.565763656194226,9.07492390858108,-1.21669586212806,0.230381713840198,0.895554363419696,-4.61123629546929,FALSE,FALSE,FALSE,"HLA-DPB1",FALSE
"RPS29",0.325188182871613,10.4430906981215,1.21633052921151,0.230519367665791,0.895554363419696,-4.61149797281415,FALSE,FALSE,FALSE,"RPS29",FALSE
"RPS28",0.225900321557028,9.56629645318169,1.21603378205493,0.23063122359968,0.895554363419696,-4.61171047175847,FALSE,FALSE,FALSE,"RPS28",FALSE
"PKD2L1",0.21090401602563,8.02112276099563,1.21545596691158,0.230849139947663,0.895554363419696,-4.61212410705457,FALSE,FALSE,FALSE,"PKD2L1",FALSE
"MYL6B",-0.597940711989285,9.87137588443791,-1.21543908807165,0.230855507884822,0.895554363419696,-4.61213618727855,FALSE,FALSE,FALSE,"MYL6B",FALSE
"NIPSNAP2",0.446107659627804,10.7608579504339,1.21513219495216,0.23097131302986,0.895554363419696,-4.61235580486456,FALSE,FALSE,FALSE,"NIPSNAP2",FALSE
"GRM4",0.208054986774705,7.63186654894481,1.21503344227972,0.231008586124111,0.895554363419696,-4.61242646315399,FALSE,FALSE,FALSE,"GRM4",FALSE
"RAX",0.214167003262968,6.76650098366097,1.2148784131904,0.231067109049057,0.895554363419696,-4.61253737714879,FALSE,FALSE,FALSE,"RAX",FALSE
