"Gene","log2FoldChange","pvalue","padj"
"CTNNBIP1",-0.179561288284011,0.575062890263805,0.999975617694874
"LZIC",-0.265899229667621,0.454487226747204,0.999975617694874
"ENSG00000228150",-0.0369889455701918,0.938543321330593,0.999975617694874
"NMNAT1",-0.155653152788722,0.672385163498169,0.999975617694874
"RN7SKP269",0.0235662375773246,0.952282677661438,0.999975617694874
"RBP7",-0.434430750274445,0.457548362706905,0.999975617694874
"UBE4B",-0.0792527679118961,0.707470638290521,0.999975617694874
"PGAM1P11",0.78874544776472,0.0274895295459218,0.811350478153366
"RNU6-828P",0.469447862919243,0.430343198055818,0.999975617694874
"KIF1B",-0.0614922800107687,0.740806749604196,0.999975617694874
"RNU6-37P",-0.494357041702409,0.319772795443498,0.999975617694874
"PGD",0.565776272750682,0.195004061168133,0.999975617694874
"CENPS",0.763303872953105,0.0392468475239917,0.889773930250206
"DFFA",0.0041180232381881,0.980842482598059,0.999975617694874
"PEX14",-0.529968653132734,0.160677592996144,0.999975617694874
"RN7SL614P",-0.342424876055144,0.468070249590783,0.999975617694874
"CASZ1",0.124598640740645,0.738340855041089,0.999975617694874
"ENSG00000272078",0.0216043061622511,0.968452100985972,0.999975617694874
"C1orf127",1.24096337826985,0.0276387172951324,0.813917376632729
"TARDBP",0.140234925932352,0.526562758298095,0.999975617694874
"MASP2",-2.68410121163949,0.0143769383177867,0.677812737773985
"ENSG00000271895",0.355000441335723,0.375879669696307,0.999975617694874
"SRM",0.237445051104705,0.351161236095046,0.999975617694874
"EXOSC10",0.228043938981484,0.342606176255306,0.999975617694874
"ENSG00000226849",-0.687381587251177,0.250747771610364,0.999975617694874
"MTOR",0.0288901280274418,0.931255447175317,0.999975617694874
"ANGPTL7",-1.77775883491036,0.121050951438575,0.999975617694874
"UBIAD1",-0.31141902679119,0.334689438394651,0.999975617694874
"DISP3",-0.0826005654460895,0.920559967626513,0.999975617694874
"FBXO2",-0.204699510701451,0.697717692715757,0.999975617694874
"FBXO44",-0.16930838635199,0.661479249696181,0.999975617694874
"FBXO6",-0.159904821634897,0.641873584348064,0.999975617694874
"MAD2L2",-0.0157239055305503,0.962907254613221,0.999975617694874
"DRAXIN",-0.250215982903925,0.630788939254374,0.999975617694874
"AGTRAP",-0.478084367794604,0.18723324298132,0.999975617694874
"C1orf167",0.0765631326405806,0.89609929406316,0.999975617694874
"MTHFR",0.0523004750946246,0.817463423876455,0.999975617694874
"CLCN6",0.0558473993959428,0.855675012033234,0.999975617694874
"NPPA-AS1",0.189567646183893,0.698716901859543,0.999975617694874
"RNU5E-1",-0.571968808337042,0.384945907573804,0.999975617694874
"KIAA2013",0.198482987269168,0.392446594864782,0.999975617694874
"PLOD1",-0.235276234456906,0.447875029005642,0.999975617694874
"MFN2",0.136422854876621,0.55968175517743,0.999975617694874
"MIIP",0.0745419961367253,0.824603769096468,0.999975617694874
"TNFRSF8",0.457826786662144,0.388290847604174,0.999975617694874
"TNFRSF1B",-0.0410532929201489,0.91969336533049,0.999975617694874
"VPS13D",0.106153758161658,0.714249596533123,0.999975617694874
"DHRS3",-0.323830425743292,0.306923628284317,0.999975617694874
"RNU6ATAC18P",-0.106536009461309,0.857291574376043,0.999975617694874
"ENSG00000272482",-0.271602658930235,0.601563152893007,0.999975617694874
"C1orf158",0.0886122045439647,0.927480671276003,0.999975617694874
"PDPN",-0.0474291986611267,0.915162382074171,0.999975617694874
"PRDM2",-0.0115597154948763,0.943987046848139,0.999975617694874
"KAZN",-0.108707100387997,0.710591982091686,0.999975617694874
"TMEM51-AS1",-0.917929752805686,0.051916538085764,0.953258927962929
"TMEM51",-0.476388445941417,0.134521120489996,0.999975617694874
"FHAD1",0.763941459757696,0.136300876358605,0.999975617694874
"ENSG00000228140",-0.00415932096186781,0.994199182900043,0.999975617694874
"EFHD2",0.0320157241444614,0.92856229725385,0.999975617694874
"CASP9",0.0641452731291013,0.819599686126526,0.999975617694874
"DNAJC16",-0.0810247308476711,0.715184982585486,0.999975617694874
"AGMAT",-0.340052335006794,0.446513937985192,0.999975617694874
"DDI2",-0.140061046636703,0.551424895011079,0.999975617694874
"PLEKHM2",-0.233964621504793,0.410556224421318,0.999975617694874
"SLC25A34",0.349442539630746,0.373670359691878,0.999975617694874
"FBLIM1",0.070520770060081,0.815653452286814,0.999975617694874
"UQCRHL",0.218135371137365,0.608433809577488,0.999975617694874
"ENSG00000179743",-0.346089359677057,0.328600089222236,0.999975617694874
